year	area	seas	datetime	check	transect	station	trapnum	indnum_old	Nindnum	sex	status	weight	species	marked	note
SU19	PORS	SUMMER	30819	1	5	2	2D	NA	0007A5F82F	M	S	32	GRAASIDEMUS	N	
SU19	PORS	SUMMER	30819	1	5	2	3A	NA	0007A6380D	F	C,L	41	GRAASIDEMUS	N	
SU19	PORS	SUMMER	30819	1	5	2	3B	NA	0007A63247	F	O,L	46	GRAASIDEMUS	N	
SU19	PORS	SUMMER	30819	1	5	2	4C	NA	0007DFB7DB	M	S	52	GRAASIDEMUS	R	
SU19	PORS	SUMMER	30819	1	3	2	4A	NA	0007A639BB	M	S	25	GRAASIDEMUS	N	
SU19	PORS	SUMMER	30819	1	3	2	4A	NA	0007A63FA3	M	S	23	GRAASIDEMUS	N	
SU19	PORS	SUMMER	30819	1	2	1	3D	NA	0007DFB895	F	L,C	45	GRAASIDEMUS	R	
SU19	PORS	SUMMER	30819	1	2	1	3C	NA	0007A5EE86	M	S	25	GRAASIDEMUS	N	
SU19	PORS	SUMMER	30819	1	2	1	3B	NA	0007DFB7CB	F	O,L	42	GRAASIDEMUS	R	
SU19	PORS	SUMMER	30819	1	2	1	3A	NA	0007A5F944	M	S	22	GRAASIDEMUS	N	
SU19	PORS	SUMMER	30819	1	2	1	2C	NA	0007DFB9E5	F	C,L	43	GRAASIDEMUS	R	
SU19	PORS	SUMMER	30819	1	2	1	2C	NA	UNM001	F	NP	11	GRAASIDEMUS	N	
SU19	PORS	SUMMER	30819	1	2	1	2B	NA	0007A5E409	M	S	39	GRAASIDEMUS	N	
SU19	PORS	SUMMER	30819	1	2	1	2A	NA	UNM002	NA	NA	NA	SNOMUS	N	
SU19	PORS	SUMMER	30819	1	2	1	2D	NA	0007A5FD75	M	A	19	GRAASIDEMUS	N	
SU19	PORS	SUMMER	30819	1	2	1	1B	NA	0007A5F4FD	M	S	36	GRAASIDEMUS	N	
SU19	PORS	SUMMER	30819	1	2	1	1C	NA	0007DFB641	F	C	39	GRAASIDEMUS	R	
SU19	PORS	SUMMER	30819	1	2	2	3B	NA	0007DFB637	F	O	36	GRAASIDEMUS	R	
SU19	PORS	SUMMER	30819	1	2	2	3B	NA	0007A5F5CA	M	A	17	GRAASIDEMUS	N	
SU19	PORS	SUMMER	30819	1	2	2	3A	NA	0007A64C2A	F	NP	16	GRAASIDEMUS	N	
SU19	PORS	SUMMER	30819	1	2	2	3A	NA	0007A5F649	M	A	17	GRAASIDEMUS	N	
SU19	PORS	SUMMER	30819	1	2	2	2C	NA	0007DFB4C4	F	O,L	43	GRAASIDEMUS	R	
SU19	PORS	SUMMER	30819	1	2	2	2B	NA	0007DFB4EC	M	S	34	GRAASIDEMUS	R	
SU19	PORS	SUMMER	30819	1	2	2	2A	NA	UNM002	NA	NA	11	GRAASIDEMUS	N	
