"";"year";"area";"seas";"datetime";"check";"transect";"station";"trapnum";"Nindnum";"sex";"status";"weight";"species";"marked";"note"
"520";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"4A";"0007A5FA7E";"M";"S";18;"GRAASIDEMUS";"N";NA
"521";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"4A";"0007A5F047";"M";"S";28;"GRAASIDEMUS";"N";NA
"522";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"4D";"ESCNA6";"F";"0";46;"GRAASIDEMUS";"N";"Forgot to pit-tag"
"523";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"1C";"0007A5F813";"F";"NP";17;"GRAASIDEMUS";"N";NA
"524";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"1C";"0007A5F9C3";"M";"S";20;"GRAASIDEMUS";"N";NA
"525";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"1B";"0007A63640";"M";"A";18;"GRAASIDEMUS";"N";NA
"526";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"2A";"0007A654DD";"M";"S";19;"GRAASIDEMUS";"N";NA
"527";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"2A";"0007A639D8";"M";"S";23;"GRAASIDEMUS";"N";NA
"528";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"2A";"0007A640D4";"M";"S";23;"GRAASIDEMUS";"N";NA
"529";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"1D";"0007A5E491";"M";"S";25;"GRAASIDEMUS";"N";NA
"530";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"4C";"0007A5F46D";"M";"S";21;"GRAASIDEMUS";"N";NA
"531";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"4C";"0007A5FBC7";"M";"S";18;"GRAASIDEMUS";"N";NA
"532";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"4C";"0007A5F853";"M";"S";19;"GRAASIDEMUS";"N";NA
"533";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"1C";"0007DFB669";"M";"S";32;"GRAASIDEMUS";"R";NA
"534";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"2D";"0007A5F609";"M";"S";23;"GRAASIDEMUS";"N";NA
"535";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"2A";"0007A5ED94";"F";"C,L";33;"GRAASIDEMUS";"N";NA
"536";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"2B";"0007A5EB9F";"F";"C";NA;"GRAASIDEMUS";"N";NA
"537";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"3B";"0007A5E6DB";"F";"C,L";41;"GRAASIDEMUS";"N";NA
"538";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"3B";"UNM001";NA;NA;10;"GRAASIDEMUS";"N";NA
"539";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"3B";"UNM002";NA;NA;11;"GRAASIDEMUS";"N";NA
"540";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"3B";"UNM003";NA;NA;10;"GRAASIDEMUS";"N";NA
"541";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"3A";"UNM004";NA;NA;11;"GRAASIDEMUS";"N";NA
"542";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"2C";"0007DFB8EA";"M";"S";43;"GRAASIDEMUS";"R";NA
"543";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"2B";"0007DFBA20";"F";"O,L";40;"GRAASIDEMUS";"R";NA
"544";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"2A";"0007A5F5CC";"F";"C";32;"GRAASIDEMUS";"N";NA
"545";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"1B";"0007A5FD5F";"F";"O";26;"GRAASIDEMUS";"N";NA
"546";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"1A";"0007A5E430";"M";"S";24;"GRAASIDEMUS";"N";NA
"547";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"1D";"0007A63BBE";"M";"S";20;"ROEDMUS";"N";NA
"548";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G20";"3B";"0007A5E6DB";"F";"C,L";45;"GRAASIDEMUS";"R";NA
"549";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G20";"3B";"UNM005";NA;NA;11;"GRAASIDEMUS";"N";NA
"550";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G20";"3B";"UNM006";NA;NA;11;"GRAASIDEMUS";"N";NA
"551";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G20";"2C";"0007A64B91";"M";"S";24;"GRAASIDEMUS";"R";NA
"552";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G20";"1B";"0007A5F985";"M";"S";21;"GRAASIDEMUS";"N";NA
"553";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G20";"1A";"0007A5EBE1";"M";"S";29;"GRAASIDEMUS";"N";NA
"554";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G20";"1C";"0007A5EE0F";"M";"S";25;"GRAASIDEMUS";"N";NA
"555";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G19";"2D";"0007A5F9E2";"M";"S";20;"GRAASIDEMUS";"N";NA
"556";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G19";"2D";"0007A5F609";"M";"S";24;"GRAASIDEMUS";"R";NA
"557";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G19";"4A";"0007A5F46D";"M";"S";26;"GRAASIDEMUS";"R";NA
"558";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G19";"4D";"0007DFB5FE";"F";"O,L";47;"GRAASIDEMUS";"R";NA
"559";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"3C";"0007A63032";"M";"S";29;"GRAASIDEMUS";"N";NA
"560";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"3C";"0007A5FF84";"F";"O";42;"GRAASIDEMUS";"R";NA
"561";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"2A";"0007A5EA15";"M";"S";24;"GRAASIDEMUS";"N";NA
"562";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"2A";"0007A640D4";"M";"S";NA;"GRAASIDEMUS";"R";NA
"563";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"2D";"0007A5EA2C";"M";"S";24;"GRAASIDEMUS";"N";NA
"564";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"2D";"0007A5F673";"M";"S";27;"GRAASIDEMUS";"N";NA
"565";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"2D";"0007A639D8";"M";"S";25;"GRAASIDEMUS";"R";NA
"566";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"2D";"0007A5FD77";"M";"S";25;"GRAASIDEMUS";"N";NA
"567";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"1B";"0007A5F047";"M";"S";29;"GRAASIDEMUS";"R";NA
"568";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"1A";"0007D60DE0";"F";"C,L";42;"GRAASIDEMUS";"R";NA
"569";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"1C";"0007A63640";"M";"A";22;"GRAASIDEMUS";"R";NA
"570";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"1C";"0007A5F813";"M";"S";22;"GRAASIDEMUS";"R";NA
"571";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"1C";"0007A5F9C3";"M";"S";21;"GRAASIDEMUS";"R";NA
"572";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"1C";"0007A60061";"M";"A";19;"GRAASIDEMUS";"R";NA
"573";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"3C";"UNM007";NA;NA;11;"GRAASIDEMUS";"N";"DEAD"
"574";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"3A";"0007DFAA1B";"F";"C,L";42;"GRAASIDEMUS";"N";NA
"575";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"4B";"0007DFAB46";"M";"S";22;"GRAASIDEMUS";"N";NA
"576";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"4C";"0007DFB7B2";"F";"O,L";43;"GRAASIDEMUS";"R";NA
"577";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"4D";"0007DFA97D";"F";"C";17;"GRAASIDEMUS";"N";NA
"578";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"4D";"0007A64E1A";"F";"C";16;"GRAASIDEMUS";"R";NA
"579";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"4D";"0007DFABF1";"M";"A";18;"GRAASIDEMUS";"N";NA
"580";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"4A";"0007DFAC49";"M";"S";24;"GRAASIDEMUS";"N";NA
"581";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"4A";"0007DFAA8C";"M";"S";26;"GRAASIDEMUS";"N";NA
"582";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"1B";"0007DFAA1C";"F";"C,L";45;"GRAASIDEMUS";"N";NA
"583";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"1A";"0007DFAA56";"M";"S";22;"GRAASIDEMUS";"N";NA
"584";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"2D";"0007DFB742";"M";"S";50;"GRAASIDEMUS";"R";NA
"585";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"2B";"0007DFAA2A";"M";"S";28;"GRAASIDEMUS";"N";NA
"586";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"3B";"ESCNA7";"M";"S";24;"GRAASIDEMUS";"N";"TAGGED, BUT FORGOT TO SCAN TAGG-ID"
"587";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"3C";"0007DFA971";"M";"A";19;"GRAASIDEMUS";"N";NA
"588";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"2D";"0007DFAAB1";"M";"S";25;"GRAASIDEMUS";"N";NA
"589";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"1A";"0007DFABDD";"M";"S";22;"GRAASIDEMUS";"N";NA
"590";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"1A";"0007DFAA4B";"F";"C";20;"GRAASIDEMUS";"N";NA
"591";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"1A";"0007DFABF7";"F";"C";40;"GRAASIDEMUS";"N";NA
"592";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"1D";"0007DFAB67";"M";"S";24;"GRAASIDEMUS";"N";NA
"593";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"4C";"0007DFB5C7";"F";"C,L";40;"GRAASIDEMUS";"R";NA
"594";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"4C";"0007A5EA70";"F";"C";16;"GRAASIDEMUS";"R";NA
"595";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"4C";"0007A5FCF4";"M";"A";19;"GRAASIDEMUS";"R";NA
"596";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G8";"3D";"0007DFBAA0";"F";"O,L";35;"ROEDMUS";"R";NA
"597";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G8";"4B";"0007DFA9D2";"F";"C,L";35;"GRAASIDEMUS";"N";NA
"598";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G8";"4C";"0007DFAB24";"M";"S";35;"GRAASIDEMUS";"N";NA
"599";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G8";"4D";"0007A64B93";"F";"C";23;"GRAASIDEMUS";"R";NA
"600";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G8";"4D";"0007DFA8C8";"M";"A";20;"GRAASIDEMUS";"N";NA
"601";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G8";"4D";"0007DFAAFA";"M";"S";20;"GRAASIDEMUS";"N";NA
"602";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G8";"4A";"0007DFB486";"F";"O,L";43;"GRAASIDEMUS";"R";NA
"603";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G8";"4A";"0007A5EB51";"M";"S";24;"GRAASIDEMUS";"R";NA
"604";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G8";"1C";"0007A60200";"M";"S";42;"GRAASIDEMUS";"R";NA
"605";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G8";"1D";"0007A640B3";"F";"C";22;"GRAASIDEMUS";"R";NA
"606";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G8";"1A";"0007A66EF1";"M";"S";26;"GRAASIDEMUS";"R";NA
"607";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G6";"1A";"0007A663A51";"M";"S";22;"ROEDMUS";"R";NA
"608";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G6";"2A";"0007D45964";"F";"C";15;"ROEDMUS";"R";NA
"609";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G6";"2D";"0007A60E52";"M";"S";44;"GRAASIDEMUS";"R";NA
"610";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G4";"1D";"0007DFAB7F";"F";"C";28;"MARKMUS";"N";NA
"611";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G4";"4D";"0007A63E44";"M";"S";44;"MARKMUS";"N";NA
"612";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G4";"2B";"0007DFABD7";"F";"C,L";41;"GRAASIDEMUS";"N";NA
"613";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G2";"3C";"ESCNA8";NA;NA;NA;"ROYSKATT";"N";NA
"614";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G2";"3D";"0007AG2BB5";"M";"S";24;"GRAASIDEMUS";"R";NA
"615";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G2";"3A";"0007DFA9A9";"F";"O";24;"GRAASIDEMUS";"N";NA
"616";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G2";"3A";"0007DFA9A0";"M";"S";23;"GRAASIDEMUS";"N";NA
"617";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G2";"2B";"0007DFAC3D";"M";"S";29;"GRAASIDEMUS";"N";NA
"618";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G2";"1A";"0007DFA98F";"M";"S";26;"GRAASIDEMUS";"N";NA
"619";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G2";"1A";"UNM008";NA;NA;10;"GRAASIDEMUS";"N";NA
"620";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G2";"1A";"0007A63BE4";"M";"S";22;"GRAASIDEMUS";"R";NA
"621";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G2";"1D";"UNM009";"M";"S";32;"GRAASIDEMUS";"N";"DEAD"
"622";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G2";"4D";"0007DFAA1A";"M";"S";42;"GRAASIDEMUS";"N";NA
"623";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G2";"4B";"0007A62EDF";"M";"S";43;"GRAASIDEMUS";"N";NA
"624";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G1";"3C";"0007A64C46";"M";"S";23;"GRAASIDEMUS";"N";NA
"625";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G1";"3B";"0007A62BCD";"M";"S";26;"GRAASIDEMUS";"N";NA
"626";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G1";"2D";"UNM010";"M";"S";30;"GRAASIDEMUS";"N";"DEAD"
"627";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G1";"2C";"0007A67705";"F";"C";24;"GRAASIDEMUS";"R";NA
"628";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G1";"1D";"0007DFAAEB";"M";"S";28;"GRAASIDEMUS";"N";NA
"629";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G1";"1D";"0007DFABA0";"M";"S";26;"GRAASIDEMUS";"N";NA
"630";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G1";"4C";"0007DFA93A";"M";"S";24;"GRAASIDEMUS";"N";NA
"631";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G1";"4C";"0007DFA87D";"M";"S";24;"GRAASIDEMUS";"N";NA
"632";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G1";"3C";"0007A64C46";"M";"S";24;"GRAASIDEMUS";"N";NA
"633";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G1";"2C";"0007A62BCD";"M";"S";29;"GRAASIDEMUS";"N";NA
"634";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G1";"4B";"0007A65C8D";"M";"S";49;"GRAASIDEMUS";"N";NA
"635";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G2";"3B";"0007A641E5";"M";"S";47;"GRAASIDEMUS";"N";NA
"636";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G2";"2D";"0007DFB79E";"F";"C,L";44;"GRAASIDEMUS";"R";NA
"637";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G2";"4A";"0007A62EDF";"F";"C,L";45;"GRAASIDEMUS";"N";NA
"638";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G4";"4A";"0007A6410A";"M";"S";23;"GRAASIDEMUS";"N";NA
"639";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G4";"2D";"0007A644DD";"M";"S";31;"GRAASIDEMUS";"N";NA
"640";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G6";"2C";"0007A63A51";"M";"S";22;"ROEDMUS";"N";NA
"641";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G8";"3D";"0007A62763";"M";"A";22;"GRAASIDEMUS";"N";NA
"642";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G8";"3D";"0007A64BCA";"M";"S";25;"GRAASIDEMUS";"N";NA
"643";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G8";"4C";"0007A5EB51";"M";"S";33;"GRAASIDEMUS";"N";NA
"644";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G8";"1C";"0007A602D0";"M";"S";37;"GRAASIDEMUS";"N";NA
"645";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G8";"1A";"UNM011";NA;NA;NA;"GRAASIDEMUS";"N";NA
"646";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G8";"1A";"UNM012";NA;NA;NA;"GRAASIDEMUS";"N";"ESCAPED DURING HANDLING"
"647";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G11";"3A";"0007A63613";"F";"O,L";44;"GRAASIDEMUS";"N";NA
"648";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G11";"4D";"UNM013";NA;NA;11;"GRAASIDEMUS";"N";NA
"649";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G11";"4D";"0007DFB5C7";"F";"C";55;"GRAASIDEMUS";"N";NA
"650";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G11";"4D";"UNM014";NA;NA;NA;"GRAASIDEMUS";"N";"DEAD"
"651";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G11";"2D";"0007A638A8";"M";"A";25;"GRAASIDEMUS";"N";NA
"652";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G11";"2D";"0007A677BF";"M";"S";42;"GRAASIDEMUS";"N";NA
"653";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"3B";"0007A5F9DF";"F";"NP";14;"GRAASIDEMUS";"N";NA
"654";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"3B";"0007A6492B";"F";"NP";15;"GRAASIDEMUS";"N";NA
"655";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"3B";"0007A64F4E";"F";"NP";14;"GRAASIDEMUS";"N";NA
"656";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"3C";"0007A5FB3E";"F";"C";24;"GRAASIDEMUS";"N";NA
"657";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"2B";"0007A631E3";"M";"A";24;"GRAASIDEMUS";"N";NA
"658";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"2A";"UNM015";NA;NA;NA;"GRAASIDEMUS";"N";"ESCAPED DURING HANDLING"
"659";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"1A";"0007A5FEA2";"M";"S";25;"GRAASIDEMUS";"N";NA
"660";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"1A";"0007A6436B";"M";"S";25;"GRAASIDEMUS";"N";NA
"661";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"4B";"0007A64E1A";"F";"NP";19;"GRAASIDEMUS";"N";NA
"662";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"4B";"0007A5FA12";"M";"A";19;"GRAASIDEMUS";"N";NA
"663";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"3C";"0007A5EAA8";"M";"S";22;"GRAASIDEMUS";"N";NA
"664";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"3C";"0007A5FF84";"F";NA;42;"GRAASIDEMUS";"N";NA
"665";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"4B";"0007DFBB88";NA;NA;45;"GRAASIDEMUS";"R";NA
"666";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"4B";"0007A5FDB2";"M";"S";46;"GRAASIDEMUS";"N";NA
"667";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"1D";"UNM016";NA;NA;NA;"GRAASIDEMUS";"N";"DEAD"
"668";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"1D";"UNM017";NA;NA;NA;"GRAASIDEMUS";"N";"DEAD"
"669";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"1D";"UNM018";NA;NA;NA;"GRAASIDEMUS";"N";"DEAD"
"670";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"1D";"UNM019";NA;NA;NA;"GRAASIDEMUS";"N";"DEAD"
"671";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"1D";"UNM020";NA;NA;NA;"GRAASIDEMUS";"N";"DEAD"
"672";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"1A";"0007A5EF8E";"M";"S";47;"GRAASIDEMUS";"N";NA
"673";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"1A";"0007A60061";"M";"S";18;"GRAASIDEMUS";"N";NA
"674";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"2A";"0007A5FD77";"M";NA;22;"GRAASIDEMUS";"N";NA
"675";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"2A";"0007A5EE40";"M";"S";25;"GRAASIDEMUS";"N";NA
"676";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"4B";"0007A5EA21";"F";NA;36;"GRAASIDEMUS";"N";NA
"677";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"4A";"UNM021";NA;NA;30;"GRAASIDEMUS";"N";"DEAD"
"678";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"1A";"0007A5ED1C";"F";NA;22;"GRAASIDEMUS";"N";NA
"679";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"2C";"0007A5F6BA";"M";"S";48;"GRAASIDEMUS";"N";NA
"680";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"3D";"UNM022";NA;NA;11;"GRAASIDEMUS";"N";NA
"681";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"4A";"0007A64B91";"F";NA;21;"GRAASIDEMUS";"N";NA
"682";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"4D";"0007A5E8B2";"M";"S";41;"GRAASIDEMUS";"N";NA
"683";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"4D";"UNM023";NA;NA;30;"GRAASIDEMUS";"N";"DEAD"
"684";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"1C";"0007A5FFFB";"F";NA;25;"GRAASIDEMUS";"N";NA
"685";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G20";"3D";"0007A63F1D";"F";NA;27;"GRAASIDEMUS";"N";NA
"686";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G20";"4B";"UNM024";"M";NA;27;"GRAASIDEMUS";"N";"ESCAPED DURING HANDLING"
"687";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G20";"4A";"0007A5E8B2";"M";"S";41;"GRAASIDEMUS";"R";NA
"688";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G19";"3D";"0007A5E968";"M";NA;24;"GRAASIDEMUS";"N";NA
"689";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G19";"3D";"0007A5EA21";"F";NA;36;"GRAASIDEMUS";NA;NA
"690";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G19";"3D";"0007A5E491";"M";NA;26;"GRAASIDEMUS";"R";NA
"691";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G19";"4B";"0007A5FDE4";"M";"S";52;"GRAASIDEMUS";"N";NA
"692";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"3B";"0007A5FF2F";"M";"S";29;"GRAASIDEMUS";"R";NA
"693";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"3A";"0007A63940";"M";NA;26;"GRAASIDEMUS";"R";NA
"694";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"3A";"0007A640CA";"M";NA;26;"GRAASIDEMUS";"N";NA
"695";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"2C";"0007A5FD18";"M";"S";28;"GRAASIDEMUS";"R";NA
"696";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"2C";"0007A64B97";"F";NA;25;"GRAASIDEMUS";NA;NA
"697";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"4A";"0007A5FA7E";"M";NA;19;"GRAASIDEMUS";"R";NA
"698";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"4B";"0007A5FDB2";"M";"S";44;"GRAASIDEMUS";NA;NA
"699";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"4D";"0007A5E8CF";"F";"O";50;"GRAASIDEMUS";"N";NA
"700";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"3B";"0007A6492B";"M";NA;18;"GRAASIDEMUS";"N";NA
"701";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"3B";"0007A64F4E";"F";NA;16;"GRAASIDEMUS";NA;NA
"702";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"3D";"0007A64737";"F";NA;24;"GRAASIDEMUS";"N";NA
"703";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"3D";"0007A63DE7";"M";NA;29;"GRAASIDEMUS";"N";NA
"704";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"3D";"0007A602EE";"M";NA;29;"GRAASIDEMUS";"N";NA
