"";"year";"area";"seas";"datetime";"check";"transect";"station";"trapnum";"indnum_old";"Nindnum";"sex";"status";"weight";"species";"marked";"note"
"943";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G11";"4A";NA;"FB569";"M";"A";"20,0";"GRAASIDEMUS";"";""
"944";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G11";"4D";NA;"FB893";"F";"NP";"20,0";"GRAASIDEMUS";"N";""
"945";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G11";"4D";NA;"FABE6";"M";"A";"20,0";"GRAASIDEMUS";"";""
"946";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G8";"3B";NA;"FBA3F";"F";"NP";"21,0";"GRAASIDEMUS";"";""
"947";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G8";"3A";NA;"5F653";"M";"A";"18,0";"GRAASIDEMUS";"";""
"948";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G8";"2C";NA;"FBAA0";"F";"PL";"25,0";"ROEDMUS";"";""
"949";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G8";"2B";NA;"FB90E";"F";"PL";"37,0";"GRAASIDEMUS";"N";""
"950";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G8";"2A";NA;"FA8CD";"M";"A";"16,0";"ROEDMUS";"N";""
"951";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G8";"1A";NA;"FB624";"F";"NP";"22,0";"GRAASIDEMUS";"N";""
"952";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G6";"3C";NA;"FA8AE";"F";"NP";"16,0";"ROEDMUS";"";""
"953";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G6";"3D";NA;"FBB0D";"M";"A";"30,0";"GRAASIDEMUS";"N";""
"954";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G6";"4B";NA;"FABD3";"M";"A";"16,0";"GRAASIDEMUS";"";""
"955";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G6";"4C";NA;"FB85B";"M";"S";"24,0";"ROEDMUS";"N";""
"956";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G6";"4D";NA;"FBA39";"M";"A";"16,0";"GRAASIDEMUS";"";""
"957";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G6";"1D";NA;"FBAB1";"F";"NP";"14,0";"ROEDMUS";"N";""
"958";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G5";"3C";NA;"FAA2F";"M";"A";"18,0";"ROEDMUS";"";""
"959";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G5";"3C";NA;"FAAD7";"M";"A";"17,0";"ROEDMUS";"";""
"960";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G5";"3D";NA;"FB92A";"M";"A";"16,0";"MARKMUS";"N";""
"961";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G5";"3D";NA;"FB962";"F";"NP";"18,0";"MARKMUS";"N";""
"962";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G5";"4D";NA;"FB89C";"F";"L,P";"37,0";"MARKMUS";"";""
"963";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G5";"1C";NA;"FB938";"F";"NP";"21,0";"ROEDMUS";"N";""
"964";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G5";"1D";NA;"FBBEC";"M";"A";"14,0";"MARKMUS";"N";""
"965";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G5";"1A";NA;"5E7F5";"M";"A";"19,0";"ROEDMUS";"";""
"966";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G4";"1A";NA;"FAA7B";"M";"A";"25,0";"GRAASIDEMUS";"";""
"967";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G4";"1B";NA;"63E44";"M";"S";"48,0";"MARKMUS";"";""
"968";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G4";"2A";NA;"FA998";"M";"S";"34,0";"MARKMUS";"";""
"969";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G4";"2B";NA;"FABD7";"F";"PL";"32,0";"GRAASIDEMUS";"";""
"970";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G4";"3B";NA;"FAB40";"M";"A";"20,0";"MARKMUS";"N";""
"971";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G2";"3C";NA;"FB8F4";"M";"A";"30,0";"GRAASIDEMUS";"";""
"972";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G2";"3D";NA;"FB9B9";"M";"A";"28,0";"GRAASIDEMUS";"N";""
"973";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G2";"3D";NA;"FA88A";"F";"NP";"27,0";"GRAASIDEMUS";"";""
"974";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G2";"3D";NA;"FAAD3";"F";"NP";"28,0";"GRAASIDEMUS";"";""
"975";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G2";"4B";NA;"FBB89";"F";"NP";"22,0";"GRAASIDEMUS";"N";""
"976";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G2";"4B";NA;"FBB25";"F";"PL";"41,0";"GRAASIDEMUS";"N";""
"977";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G2";"4C";NA;"FAA16";"F";"NP";"15,0";"GRAASIDEMUS";"";""
"978";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G2";"4C";NA;"FAB4D";"M";"A";"15,0";"GRAASIDEMUS";"";""
"979";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G2";"4D";NA;"63A42";"M";"A";"22,0";"GRAASIDEMUS";"";""
"980";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G2";"4D";NA;"5E485";"M";"A";"27,0";"GRAASIDEMUS";"";""
"981";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G2";"4D";NA;"FA98F";"M";"A";"25,0";"GRAASIDEMUS";"";""
"982";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G2";"1C";NA;"FA9C4";"M";"A";"28,0";"GRAASIDEMUS";"N";""
"983";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G2";"1D";NA;"5E5A2";"M";"A";"23,0";"GRAASIDEMUS";"";""
"984";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G2";"1A";NA;"FBB14";"F";"NP";"21,0";"GRAASIDEMUS";"N";""
"985";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G1";"3B";NA;"FB833";"M";"S";"41,0";"GRAASIDEMUS";"N";""
"986";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G1";"3A";NA;"FA9E4";"M";"A";"31,0";"GRAASIDEMUS";"";""
"987";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G1";"2C";NA;"64C46";"F";"NP";"26,0";"GRAASIDEMUS";"";""
"988";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G1";"2B";NA;"FA8E0";"F";"NP";"28,0";"GRAASIDEMUS";"";""
"989";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G1";"2A";NA;"FB888";"F";"PL";"40,0";"GRAASIDEMUS";"N";""
"990";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G1";"2D";NA;"67705";"F";"NP";"23,0";"GRAASIDEMUS";"";""
"991";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G1";"2D";NA;"62BCD";"M";"A";"25,0";"GRAASIDEMUS";"";""
"992";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G1";"1B";NA;"FB829";"M";"A";"27,0";"GRAASIDEMUS";"N";""
"993";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G1";"1D";NA;"FABA0";"M";"A";"30,0";"GRAASIDEMUS";"";""
"994";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G1";"1D";NA;"FBB52";"F";"NP";"28,0";"GRAASIDEMUS";"";""
"995";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G1";"4B";NA;"B71F";"F";"L,P";"33,0";"GRAASIDEMUS";"N";""
"996";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G1";"1C";NA;"B597";"M";"S";"47,0";"GRAASIDEMUS";"N";""
"997";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G2";"3B";NA;"B5C9";"F";"L";"49,0";"GRAASIDEMUS";"N";""
"998";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G2";"2A";NA;"B79E";"F";"L";"43,0";"GRAASIDEMUS";"REC";""
"999";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G5";"3B";NA;"B6F5";"M";"S";"44,0";"GRAASIDEMUS";"N";""
"1000";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G5";"2C";NA;"B808";"M";"S";"28,0";"ROEDMUS";"N";""
"1001";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G6";"1B";NA;"B825";"M";"S";"40,0";"GRAASIDEMUS";"N";""
"1002";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G6";"1A";NA;"B4E2";"F";"P";"33,0";"ROEDMUS";"N";""
"1003";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G6";"1A";NA;"B5B8";"M";"S";"29,0";"ROEDMUS";"N";""
"1004";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G8";"3D";NA;"B8C8";"M";"S";"47,0";"GRAASIDEMUS";"REC";""
"1005";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G8";"1A";NA;"B486";"F";"L";"44,0";"GRAASIDEMUS";"N";""
"1006";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G11";"2B";NA;"B680";"F";"NP";"32,0";"FJELLROTTE";"N";""
"1007";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G11";"3A";NA;"B77F";"F";"L";"45,0";"GRAASIDEMUS";"N";""
"1008";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G11";"3C";NA;"B62D";"M";"S";"46,0";"GRAASIDEMUS";"REC";""
"1009";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G11";"4C";NA;"B5C7";"F";"L";"45,0";"GRAASIDEMUS";"N";""
"1010";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G15";"4A";NA;"B741";"F";"L";"37,0";"GRAASIDEMUS";"N";""
"1011";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G15";"1C";NA;"B742";"M";"S";"40,0";"GRAASIDEMUS";"N";""
"1012";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G15";"1D";NA;"B649";"M";"S";"48,0";"GRAASIDEMUS";"N";""
"1013";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G16";"3B";NA;"DEA3";"M";"S";"43,0";"GRAASIDEMUS";"REC";""
"1014";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G16";"3D";NA;"B448";"M";"S";"43,0";"GRAASIDEMUS";"N";""
"1015";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G16";"2A";NA;"B5C3";"M";"S";"42,0";"GRAASIDEMUS";"N";""
"1016";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G16";"1A";NA;"B388";"M";"S";"53,0";"GRAASIDEMUS";"N";""
"1017";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G19";"4D";NA;"B5FE";"F";"P";"45,0";"GRAASIDEMUS";"N";""
"1018";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G20";"4B";NA;"B776";"F";"L";"42,0";"GRAASIDEMUS";"N";""
"1019";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G20";"1D";NA;"UNMSA";"F";"L";"35,0";"GRAASIDEMUS";"N";"DEAD,CROW"
"1020";2019;"PORSANGER";"SPRING";170619;1;"MASOY";"G20";"1D";NA;"UNMSB";"M";"S";"45,0";"GRAASIDEMUS";"N";"DEAD, CROW"
"1021";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G20";"4B";NA;"B776";"F";"L";"40,0";"GRAASIDEMUS";"";""
"1022";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G20";"4C";NA;"B68C";"F";"P";"43,0";"GRAASIDEMUS";"N";""
"1023";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G20";"4A";NA;"B6F0";"M";"S";"43,0";"GRAASIDEMUS";"N";""
"1024";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G19";"4C";NA;"B70A";"M";"S";"37,0";"GRAASIDEMUS";"N";""
"1025";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G16";"2B";NA;"B448";"M";"S";"42,0";"GRAASIDEMUS";"";""
"1026";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G16";"2A";NA;"B5C3";"M";"S";"41,0";"GRAASIDEMUS";"";""
"1027";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G16";"1B";NA;"DEA3";"M";"S";"48,0";"GRAASIDEMUS";"";""
"1028";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G16";"2D";NA;"B7A0";"F";"P";"48,0";"GRAASIDEMUS";"";""
"1029";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G15";"3C";NA;"B58F";"F";"P";"52,0";"GRAASIDEMUS";"N";""
"1030";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G15";"4C";NA;"B7B2";"F";"L";"41,0";"GRAASIDEMUS";"N";""
"1031";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G15";"4D";NA;"B741";"F";"L";"32,0";"GRAASIDEMUS";"";""
"1032";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G15";"4A";NA;"B742";"M";"S";"46,0";"GRAASIDEMUS";"";""
"1033";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G15";"1C";NA;"BAD5";"M";"S";"56,0";"GRAASIDEMUS";"N";""
"1034";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G11";"3B";NA;"B7ED";"M";"S";"28,0";"ROEDMUS";"";""
"1035";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G11";"3C";NA;"B62D";"M";"S";"42,0";"GRAASIDEMUS";"";""
"1036";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G11";"4A";NA;"B79D";"M";"S";"40,0";"GRAASIDEMUS";"N";""
"1037";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G8";"3C";NA;"UNMSC";"F";"PERF";"24,0";"ROEDMUS";"N";"DEAD"
"1038";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G8";"1C";NA;"B486";"F";"L";"36,0";"GRAASIDEMUS";"";""
"1039";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G8";"1D";NA;"B4B7";"F";"L";"42,0";"GRAASIDEMUS";"N";""
"1040";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G6";"1A";NA;"BFE2";"F";"PERF";"30,0";"ROEDMUS";"";""
"1041";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G5";"2C";NA;"B808";"M";"S";"29,0";"ROEDMUS";"";""
"1042";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G5";"2A";NA;"B645";"F";"L";"42,0";"MARKMUS";"N";""
"1043";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G4";"1D";NA;"BC70";"M";"S";"26,0";"ROEDMUS";"";""
"1044";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G2";"3B";NA;"B8A0";"F";"L";"45,0";"GRAASIDEMUS";"";""
"1045";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G2";"3A";NA;"B5C9";"F";"L";"40,0";"GRAASIDEMUS";"";""
"1046";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G2";"2D";NA;"B79E";"F";"L";"38,0";"GRAASIDEMUS";"";""
"1047";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G1";"4D";NA;"B597";"F";"P";"43,0";"GRAASIDEMUS";"";""
"1048";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G1";"1C";NA;"B48D";"F";"L";"40,0";"GRAASIDEMUS";"";""
"1049";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G1";"1D";NA;"B7BA";"M";"S";"43,0";"GRAASIDEMUS";"N";""
"1050";2019;"PORSANGER";"SPRING";180619;2;"MASOY";"G1";"1A";NA;"BAA1";"M";"S";"32,0";"GRAASIDEMUS";"N";""
"1051";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G1";"4C";NA;"EB21";"M";"A";"24,0";"GRAASIDEMUS";"N";""
"1052";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G1";"4D";NA;"E2E9";"M";"A";"27,0";"GRAASIDEMUS";"N";""
"1053";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G1";"4D";NA;"0041";"M";"A";"32,0";"GRAASIDEMUS";"N";""
"1054";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G1";"4A";NA;"EDAE";"F";"NP";"25,0";"GRAASIDEMUS";"N";""
"1055";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G1";"4A";NA;"F4EE";"M";"A";"29,0";"GRAASIDEMUS";"N";""
"1056";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G1";"1C";NA;"FAB3";"M";"A";"29,0";"GRAASIDEMUS";"N";""
"1057";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G2";"2C";NA;"3DF1";"F";"P";"36,0";"GRAASIDEMUS";"REC";""
"1058";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G2";"2B";NA;"FE2A";"F";"MP";"24,0";"GRAASIDEMUS";"N";""
"1059";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G2";"2D";NA;"AC3D";"M";"A";"30,0";"GRAASIDEMUS";"REC";""
"1060";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G2";"1A";NA;"E405";"M";"A";"32,0";"GRAASIDEMUS";"N";""
"1061";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G2";"1D";NA;"E5A2";"M";"A";"26,0";"GRAASIDEMUS";"N";""
"1062";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G2";"1C";NA;"AA1A";"F";"PL";"38,0";"GRAASIDEMUS";"REC";""
"1063";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G4";"1C";NA;"3E44";"M";"S";NA;"MARKMUS";"REC";""
"1064";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G4";"1C";NA;"FA55";"M";"A";"24,0";"MARKMUS";"N";""
"1065";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G4";"4D";NA;"F708";"F";"L";"48,0";"MARKMUS";"N";""
"1066";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G5";"2A";NA;"EFA4";"F";"NP";"17,0";"ROEDMUS";"N";""
"1067";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G5";"1B";NA;"E7F5";"M";"A";"18,0";"ROEDMUS";"N";""
"1068";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G5";"1A";NA;"UNMFV";"F";"NP";"12,0";"MARKMUS";"N";""
"1069";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G6";"2B";NA;"F886";"M";"A";"16,0";"ROEDMUS";"N";""
"1070";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G6";"2A";NA;"69DD";"F";"NP";"16,0";"ROEDMUS";"N";""
"1071";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G6";"1B";NA;"EC94";"M";"A";"15,0";"ROEDMUS";"N";""
"1072";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G6";"1A";NA;"3A51";"M";"S";"23,0";"ROEDMUS";"REC";""
"1073";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G8";"3C";NA;"BAA0";"F";"PL";"25,0";"ROEDMUS";"REC";""
"1074";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G8";"3D";NA;"FB33";"F";"NP";"22,0";"GRAASIDEMUS";"N";""
"1075";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G8";"3D";NA;"F653";"M";"A";"18,0";"GRAASIDEMUS";"N";""
"1076";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G8";"4D";NA;"UNMFX";NA;NA;NA;"SNØMUS";"";""
"1077";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G8";"4D";NA;"UNMFY";"M";NA;NA;"GRAASIDEMUS";"N";"DEAD WEASEL"
"1078";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G8";"4A";NA;"E842";"M";"A";"25,0";"GRAASIDEMUS";"N";""
"1079";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G8";"1C";NA;"AA6C";"M";"A";"16,0";"ROEDMUS";"N";""
"1080";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G11";"3C";NA;"B46F";"M";"A";"31,0";"GRAASIDEMUS";"N";""
"1081";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G11";"3C";NA;"A971";"F";"NP";"23,0";"GRAASIDEMUS";"REC";""
"1082";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G11";"3C";NA;"B599";"F";"NP";"19,0";"GRAASIDEMUS";"N";""
"1083";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G11";"3D";NA;"B6CF";"F";"NP";"21,0";"GRAASIDEMUS";"N";""
"1084";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G11";"4C";NA;"E9E2";"M";"A";"21,0";"GRAASIDEMUS";"N";""
"1085";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G15";"3C";NA;"E62D";"M";"A";"26,0";"GRAASIDEMUS";"REC";""
"1086";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G15";"3D";NA;"AA1B";"M";"A";"33,0";"GRAASIDEMUS";"REC";""
"1087";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G15";"3D";NA;"4595";"M";"A";"26,0";"GRAASIDEMUS";"REC";""
"1088";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G15";"4B";NA;"AB46";"M";"A";"29,0";"GRAASIDEMUS";"REC";""
"1089";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G15";"4C";NA;"79FA";"M";"A";"31,0";"GRAASIDEMUS";"REC";""
"1090";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G15";"4D";NA;"ABF1";"M";"A";"27,0";"GRAASIDEMUS";"REC";""
"1091";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G15";"4D";NA;"A97D";"F";"NP";"20,0";"GRAASIDEMUS";"REC";""
"1092";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G15";"4A";NA;"B741";"F";"NP";"36,0";"GRAASIDEMUS";"REC";""
"1093";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G15";"1C";NA;"E9E6";"F";"NP";"27,0";"GRAASIDEMUS";"N";""
"1094";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G15";"1C";NA;"FB9D";"M";"A";"23,0";"GRAASIDEMUS";"N";""
"1095";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G15";"1D";NA;"F0AA";"F";"NP";"23,0";"GRAASIDEMUS";"REC";""
"1096";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G16";"3B";NA;"4B97";"M";"A";"27,0";"GRAASIDEMUS";"REC";""
"1097";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G16";"3A";NA;"EB71";"F";"NP";"23,0";"GRAASIDEMUS";"N";""
"1098";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G16";"2C";NA;"FAC7";"F";"NP";"24,0";"GRAASIDEMUS";"N";""
"1099";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G16";"2B";NA;"FD77";"F";"NP";"28,0";"GRAASIDEMUS";"REC";""
"1100";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G16";"2A";NA;"EE65";"M";"S";"39,0";"GRAASIDEMUS";"REC";""
"1101";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G16";"2A";NA;"39D8";"M";"A";"27,0";"GRAASIDEMUS";"REC";""
"1102";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G16";"2A";NA;"40D4";"F";"NP";"25,0";"GRAASIDEMUS";"REC";""
"1103";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G16";"2A";NA;"F673";"M";"A";"28,0";"GRAASIDEMUS";"REC";""
"1104";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G16";"2D";NA;"B5F2";"F";"NP";"27,0";"GRAASIDEMUS";"N";""
"1105";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G16";"1B";NA;"F963";"M";"A";"27,0";"GRAASIDEMUS";"REC";""
"1106";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G19";"4C";NA;"E82B";"M";"A";"18,0";"ROEDMUS";"N";""
"1107";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G19";"4D";NA;"B53A";"M";"A";"22,0";"GRAASIDEMUS";"N";""
"1108";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G19";"4A";NA;"B4CD";"F";"NP";"20,0";"GRAASIDEMUS";"N";""
"1109";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G19";"1C";NA;"B650";"M";"A";"21,0";"GRAASIDEMUS";"N";""
"1110";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G20";"3C";NA;"B7DF";"M";"A";"25,0";"GRAASIDEMUS";"N";""
"1111";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G20";"3D";NA;"3F1D";"M";"A";"27,0";"GRAASIDEMUS";"REC";""
"1112";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G20";"3D";NA;"4B91";"M";"A";"21,0";"GRAASIDEMUS";"REC";""
"1113";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G20";"4B";NA;"UNMFQ";"F";"NP";"20,0";"GRAASIDEMUS";"N";"DEAD"
"1114";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G20";"4C";NA;"B7BD";"M";"A";"20,0";"GRAASIDEMUS";"N";""
"1115";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G20";"4C";NA;"B68D";"F";"NP";"20,0";"GRAASIDEMUS";"N";""
"1116";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G20";"4A";NA;"B53E";"F";"NP";"20,0";"GRAASIDEMUS";"N";""
"1117";2019;"PORSANGER";"FALL";100919;1;"MASOY";"G20";"1C";NA;"F5CC";"M";"A";"25,0";"GRAASIDEMUS";"REC";""
"1118";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G20";"3C";NA;"E8B2";"M";"S";"40,0";"GRAASIDEMUS";"";""
"1119";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G20";"3C";NA;"B7DF";"M";"A";"23,0";"GRAASIDEMUS";"";"DEAD"
"1120";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G20";"3D";NA;"4B91";"F";"NP";"27,0";"GRAASIDEMUS";"";""
"1121";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G20";"4B";NA;"B53E";"F";"NP";"20,0";"GRAASIDEMUS";"";""
"1122";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G20";"4D";NA;"E83E";"M";"A";"23,0";"GRAASIDEMUS";"N";""
"1123";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G20";"4D";NA;"B68D";"F";"NP";"21,0";"GRAASIDEMUS";"";""
"1124";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G20";"4D";NA;"B7BD";"F";"NP";"20,0";"GRAASIDEMUS";"";""
"1125";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G20";"4A";NA;"3BBE";"M";"A";"20,0";"ROEDMUS";"";""
"1126";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G19";"4C";NA;"B512";"M";"A";"25,0";"GRAASIDEMUS";"N";""
"1127";2019;"PORSANGER";"FALL";110919;2;"MASOY";"G19";"4D";NA;"B53A";"M";"A";"23,0";"GRAASIDEMUS";"";""
