"";"year";"area";"seas";"datetime";"check";"transect";"station";"trapnum";"indnum_old";"Nindnum";"sex";"status";"weight";"species";"marked";"note"
"425";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G16";"1D";NA;"0007DFB7AÃ˜";"F";"L";"32";"GRAASIDEMUS";"N";""
"426";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G15";"2C";NA;"0007DFDFEE";"F";"L,P";"39";"GRAASIDEMUS";"";""
"427";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G15";"2B";NA;"0007DFB79F";"F";"NP";"16";"ROEDMUS";"N";""
"428";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G15";"2A";NA;"0007DFB551";"M";"A";"23";"GRAASIDEMUS";"N";""
"429";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G15";"2D";NA;"0007DF05EB";"M";"A";"15";"GRAASIDEMUS";"";""
"430";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G15";"1A";NA;"0007DF0258";"F";"L";"38";"GRAASIDEMUS";"";""
"431";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G15";"1D";NA;"UNM006";"M";"A";"11";"GRAASIDEMUS";"";""
"432";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G15";"1C";NA;"0007DF02D5";"M";"S";"37";"GRAASIDEMUS";"";""
"433";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G11";"1B";NA;"0007DFBB61";"F";"NP";"22";"GRAASIDEMUS";"";""
"434";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G11";"1A";NA;"0007DFDACÃ˜";"M";"S";"43";"GRAASIDEMUS";"";""
"435";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G11";"1D";NA;"0007DF3390";"F";"L";"42";"GRAASIDEMUS";"";""
"436";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G11";"1C";NA;"0007DFBBG5";"F";"L,P";"45";"GRAASIDEMUS";"";""
"437";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G11";"4D";NA;"0007DFB9E7";"M";"A";"23";"GRAASIDEMUS";"";""
"438";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G08";"3B";NA;"0007DFB8C8";"M";"A";"28";"GRAASIDEMUS";"";""
"439";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G08";"3A";NA;"0007DFB8D9";"F";"PL";"34";"GRAASIDEMUS";"N";""
"440";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G08";"2D";NA;"0007DFB957";"M";"A";"17";"ROEDMUS";"N";""
"441";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G08";"1B";NA;"0007DFBA42";"F";"PL";"38";"GRAASIDEMUS";"";""
"442";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G08";"1D";NA;"0007DFB478";"M";"A";"25";"GRAASIDEMUS";"N";""
"443";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G08";"1D";NA;"0007DFB816";"M";"A";"31";"GRAASIDEMUS";"";""
"444";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G06";"3D";NA;"0007DFB88B";"F";"NP";"16";"ROEDMUS";"N";""
"445";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G06";"4B";NA;"0007DFBB15";"F";"NP";"19";"GRAASIDEMUS";"N";""
"446";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G06";"4B";NA;"0007DFB9F4";"M";"A";"20";"GRAASIDEMUS";"N";""
"447";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G06";"4B";NA;"0007DFB87D";"F";"NP";"18";"GRAASIDEMUS";"N";""
"448";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G06";"4D";NA;"0007DFB449";"F";"NP";"16";"ROEDMUS";"";""
"449";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G06";"1C";NA;"0007DFB845";"F";"L";"25";"ROEDMUS";"N";""
"450";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G06";"1D";NA;"0007DFB72C";"M";"A";"18";"ROEDMUS";"";""
"451";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G06";"1D";NA;"0007DFBAFD";"M";"A";"18";"ROEDMUS";"N";""
"452";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G06";"1A";NA;"0007DFB519";"F";"NP";"27";"GRAASIDEMUS";"N";""
"453";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G04";"1A";NA;"0007DFB5DC";"M";"A";"23";"FJELLROTTE";"N";""
"454";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G04";"1A";NA;"0007DFBA77";"F";"NP";"23";"FJELLROTTE";"N";""
"455";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G04";"1B";NA;"0007DFBA21";"F";"L";"30";"FJELLROTTE";"N";""
"456";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G04";"1B";NA;"0007DFB744";"F";"L";"30";"FJELLROTTE";"DEAD";""
"457";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G04";"1B";NA;"UNM007";"F";"NP";"20";"FJELLROTTE";"DEAD";""
"458";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G04";"2D";NA;"0007DFB656";"M";"A";"20";"MARKMUS";"N";""
"459";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G04";"2A";NA;"0007DF1A37";"F";"L";"40";"MARKMUS";"";""
"460";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G04";"2B";NA;"0007DF197E";"M";"A";"18";"ROEDMUS";"";""
"461";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G04";"3A";NA;"0007DFB7D9";"M";"A";"17";"ROEDMUS";"";""
"462";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G02";"3C";NA;"0007DF0DF7";"M";"A";"42";"GRAASIDEMUS";"";""
"463";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G02";"3D";NA;"0007DFB8A0";"M";"A";"25";"GRAASIDEMUS";"N";""
"464";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G02";"4B";NA;"0007DF13CF";"F";"L";"26";"GRAASIDEMUS";"";""
"465";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G02";"4B";NA;"UNM008";"F";"NP";"8";"GRAASIDEMUS";"";""
"466";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G02";"4D";NA;"0007DFB552";"F";"L";"36";"GRAASIDEMUS";"";""
"467";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G02";"4A";NA;"0007DFB774";"M";"A";"25";"GRAASIDEMUS";"";""
"468";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G02";"4A";NA;"0007DFB7BC";"M";"A";"26";"GRAASIDEMUS";"";""
"469";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G02";"1D";NA;"0007DFB086";"M";"A";"24";"GRAASIDEMUS";"N";""
"470";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G01";"3B";NA;"0007DFFFCE";"F";"L";"37";"GRAASIDEMUS";"";""
"471";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G01";"3A";NA;"0007DFB4AB";"F";"PL";"28";"GRAASIDEMUS";"";""
"472";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G01";"2B";NA;"0007DFB5E8";"F";"L";"30";"GRAASIDEMUS";"";""
"473";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G01";"2A";NA;NA;"F";"NP";"28";"GRAASIDEMUS";"N";""
"474";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G01";"2A";NA;"0007DFB614";"M";"A";"25";"GRAASIDEMUS";"";""
"475";2018;"PORSANGER";"AUTUMN";120918;2;"MASOY";"G01";"2D";NA;"0007DFBA29";"F";"L";"35";"GRAASIDEMUS";"N";""
"476";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G1";"2D";NA;"0007A67705";"M";"S";"29";"GRAASIDEMUS";"N";""
"477";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G1";"1B";NA;"0007A6357E";"F";"C";"34";"GRAASIDEMUS";"N";""
"478";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G1";"4A";NA;"0007A66E02";"F";"L,O";"52";"GRAASIDEMUS";"N";""
"479";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G1";"4D";NA;"0007DFB7BA";"M";"S";"55";"GRAASIDEMUS";"R";""
"480";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G2";"3C";NA;"0007A63DF1";"F";"L,O";"42";"GRAASIDEMUS";"N";""
"481";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G2";"3D";NA;"0007A63A42";"M";"S";"31";"GRAASIDEMUS";"N";""
"482";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G2";"1A";NA;"0007A63751";"F";"C";"30";"GRAASIDEMUS";"N";""
"483";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G2";"2B";NA;"0007A63BE4";"M";"S";"29";"GRAASIDEMUS";"N";""
"484";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G2";"1C";NA;"0007A5F533";"F";"C";"37";"GRAASIDEMUS";"N";""
"485";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G2";"4B";NA;"0007A62BB5";"M";"S";"27";"GRAASIDEMUS";"N";""
"486";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G4";"1D";NA;"0007A63B4F";"M";"S";"31";"MARKMUS";"N";""
"487";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G4";"4C";NA;"0007A5EC95";"F";"C,L";"44";"MARKMUS";"N";""
"488";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G6";"3D";NA;"0007D4456F";"F";"C,L";"36";"GRAASIDEMUS";"N";""
"489";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G6";"4D";NA;"0007D45964";"M";"S";"19";"ROEDMUS";"N";""
"490";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G6";"1A";NA;"0007A60E52";"M";"S";"53";"GRAASIDEMUS";"N";""
"491";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G8";"3B";NA;"0007A62B34";"F";"C";"24";"GRAASIDEMUS";"N";""
"492";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G8";"4B";NA;"0007DFBAA0";"F";"C,L";"35";"ROEDMUS";"R";""
"493";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G8";"4C";NA;"0007DFB486";"F";"C,L";"52";"GRAASIDEMUS";"R";""
"494";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G8";"4D";NA;"0007A64B93";"M";"S";"26";"GRAASIDEMUS";"N";""
"495";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G8";"1A";NA;"0007A66EF1";"M";"S";"27";"GRAASIDEMUS";"N";""
"496";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G8";"1D";NA;"0007A640B3";"M";"S";"25";"GRAASIDEMUS";"N";""
"497";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G11";"3A";NA;"0007A5FCF4";"M";"S";"22";"GRAASIDEMUS";"N";""
"498";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G11";"4C";NA;"0007A5EA70";"M";"S";"22";"GRAASIDEMUS";"N";""
"499";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G11";"4C";NA;"0007A64486";"M";"S";"24";"GRAASIDEMUS";"N";""
"500";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G11";"4B";NA;"0007DFB79D";"M";"S";"45";"GRAASIDEMUS";"R";""
"501";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G11";"4A";NA;"0007A5EABD";"M";"S";"26";"GRAASIDEMUS";"N";""
"502";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G11";"1A";NA;"0007A641B9";"M";"S";"21";"GRAASIDEMUS";"N";""
"503";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G11";"2A";NA;"0007A5F584";"M";"S";"24";"GRAASIDEMUS";"N";""
"504";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"3C";NA;"0007DFB7FD";"M";"S";"41";"GRAASIDEMUS";"R";""
"505";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"3D";NA;"0007A6094C";"M";"A";"23";"GRAASIDEMUS";"N";""
"506";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"3C";NA;"0007A5E62D";"M";"S";"20";"GRAASIDEMUS";"N";""
"507";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"2C";NA;"0007A61DB3";"F";"O,L";"39";"GRAASIDEMUS";"N";""
"508";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"2D";NA;"0007A63959";"M";"S";"25";"GRAASIDEMUS";"N";""
"509";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"1B";NA;"0007A5EFA3";"F";"O,L";"36";"GRAASIDEMUS";"N";""
"510";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"1D";NA;"0007A6370C";"F";NA;NA;"GRAASIDEMUS";"N";""
"511";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"1C";NA;"0007DFB742";"M";"S";"44";"GRAASIDEMUS";"R";""
"512";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"4A";NA;"0007A640FB";"M";"A";"21";"GRAASIDEMUS";"N";""
"513";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"4C";NA;"0007D479FA";"M";"S";"49";"GRAASIDEMUS";"N";""
"514";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"4B";NA;"0007A5EF47";"M";"S";"23";"GRAASIDEMUS";"N";""
"515";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G15";"4B";NA;"0007A64595";"M";"S";"28";"GRAASIDEMUS";"N";""
"516";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"3A";NA;"0007A5FD18";"M";"S";"23";"GRAASIDEMUS";"N";""
"517";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"3A";NA;"0007A64B97";"M";"A";"21";"GRAASIDEMUS";"N";""
"518";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"3A";NA;"0007A63940";"M";"A";"24";"GRAASIDEMUS";"N";""
"519";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"3A";NA;"0007A5FF2F";"M";"S";"24";"GRAASIDEMUS";"N";""
"520";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"3B";NA;"0007A5EE65";"M";"S";"43";"GRAASIDEMUS";"N";""
"521";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"4A";NA;"0007A5FA7E";"M";"S";"18";"GRAASIDEMUS";"N";""
"522";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"4A";NA;"0007A5F047";"M";"S";"28";"GRAASIDEMUS";"N";""
"523";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"4D";NA;NA;"F";"0";"46";"GRAASIDEMUS";"N";"Forgot to pit-tag"
"524";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"1C";NA;"0007A5F813";"F";"NP";"17";"GRAASIDEMUS";"N";""
"525";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"1C";NA;"0007A5F9C3";"M";"S";"20";"GRAASIDEMUS";"N";""
"526";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"1B";NA;"0007A63640";"M";"A";"18";"GRAASIDEMUS";"N";""
"527";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"2A";NA;"0007A654DD";"M";"S";"19";"GRAASIDEMUS";"N";""
"528";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"2A";NA;"0007A639D8";"M";"S";"23";"GRAASIDEMUS";"N";""
"529";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G16";"2A";NA;"0007A640D4";"M";"S";"23";"GRAASIDEMUS";"N";""
"530";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"1D";NA;"0007A5E491";"M";"S";"25";"GRAASIDEMUS";"N";""
"531";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"4C";NA;"0007A5F46D";"M";"S";"21";"GRAASIDEMUS";"N";""
"532";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"4C";NA;"0007A5FBC7";"M";"S";"18";"GRAASIDEMUS";"N";""
"533";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"4C";NA;"0007A5F853";"M";"S";"19";"GRAASIDEMUS";"N";""
"534";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"1C";NA;"0007DFB669";"M";"S";"32";"GRAASIDEMUS";"R";""
"535";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"2D";NA;"0007A5F609";"M";"S";"23";"GRAASIDEMUS";"N";""
"536";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"2A";NA;"0007A5ED94";"F";"C,L";"33";"GRAASIDEMUS";"N";""
"537";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G19";"2B";NA;"0007A5EB9F";"F";"C";NA;"GRAASIDEMUS";"N";""
"538";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"3B";NA;"0007A5E6DB";"F";"C,L";"41";"GRAASIDEMUS";"N";""
"539";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"3B";NA;"UNM001";NA;NA;"10";"GRAASIDEMUS";"N";""
"540";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"3B";NA;"UNM002";NA;NA;"11";"GRAASIDEMUS";"N";""
"541";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"3B";NA;"UNM003";NA;NA;"10";"GRAASIDEMUS";"N";""
"542";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"3A";NA;"UNM004";NA;NA;"11";"GRAASIDEMUS";"N";""
"543";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"2C";NA;"0007DFB8EA";"M";"S";"43";"GRAASIDEMUS";"R";""
"544";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"2B";NA;"0007DFBA20";"F";"O,L";"40";"GRAASIDEMUS";"R";""
"545";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"2A";NA;"0007A5F5CC";"F";"C";"32";"GRAASIDEMUS";"N";""
"546";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"1B";NA;"0007A5FD5F";"F";"O";"26";"GRAASIDEMUS";"N";""
"547";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"1A";NA;"0007A5E430";"M";"S";"24";"GRAASIDEMUS";"N";""
"548";2019;"PORSANGER";"SUMMER";30819;1;"MASOY";"G20";"1D";NA;"0007A63BBE";"M";"S";"20";"ROEDMUS";"N";""
"549";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G20";"3B";NA;"0007A5E6DB";"F";"C,L";"45";"GRAASIDEMUS";"R";""
"550";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G20";"3B";NA;"UNM005";NA;NA;"11";"GRAASIDEMUS";"N";""
"551";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G20";"3B";NA;"UNM006";NA;NA;"11";"GRAASIDEMUS";"N";""
"552";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G20";"2C";NA;"0007A64B91";"M";"S";"24";"GRAASIDEMUS";"R";""
"553";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G20";"1B";NA;"0007A5F985";"M";"S";"21";"GRAASIDEMUS";"N";""
"554";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G20";"1A";NA;"0007A5EBE1";"M";"S";"29";"GRAASIDEMUS";"N";""
"555";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G20";"1C";NA;"0007A5EE0F";"M";"S";"25";"GRAASIDEMUS";"N";""
"556";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G19";"2D";NA;"0007A5F9E2";"M";"S";"20";"GRAASIDEMUS";"N";""
"557";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G19";"2D";NA;"0007A5F609";"M";"S";"24";"GRAASIDEMUS";"R";""
"558";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G19";"4A";NA;"0007A5F46D";"M";"S";"26";"GRAASIDEMUS";"R";""
"559";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G19";"4D";NA;"0007DFB5FE";"F";"O,L";"47";"GRAASIDEMUS";"R";""
"560";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"3C";NA;"0007A63032";"M";"S";"29";"GRAASIDEMUS";"N";""
"561";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"3C";NA;"0007A5FF84";"F";"O";"42";"GRAASIDEMUS";"R";""
"562";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"2A";NA;"0007A5EA15";"M";"S";"24";"GRAASIDEMUS";"N";""
"563";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"2A";NA;"0007A640D4";"M";"S";NA;"GRAASIDEMUS";"R";""
"564";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"2D";NA;"0007A5EA2C";"M";"S";"24";"GRAASIDEMUS";"N";""
"565";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"2D";NA;"0007A5F673";"M";"S";"27";"GRAASIDEMUS";"N";""
"566";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"2D";NA;"0007A639D8";"M";"S";"25";"GRAASIDEMUS";"R";""
"567";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"2D";NA;"0007A5FD77";"M";"S";"25";"GRAASIDEMUS";"N";""
"568";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"1B";NA;"0007A5F047";"M";"S";"29";"GRAASIDEMUS";"R";""
"569";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"1A";NA;"0007D60DE0";"F";"C,L";"42";"GRAASIDEMUS";"R";""
"570";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"1C";NA;"0007A63640";"M";"A";"22";"GRAASIDEMUS";"R";""
"571";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"1C";NA;"0007A5F813";"M";"S";"22";"GRAASIDEMUS";"R";""
"572";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"1C";NA;"0007A5F9C3";"M";"S";"21";"GRAASIDEMUS";"R";""
"573";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G16";"1C";NA;"0007A60061";"M";"A";"19";"GRAASIDEMUS";"R";""
"574";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"3C";NA;"UNM007";NA;NA;"11";"GRAASIDEMUS";"N";"DEAD"
"575";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"3A";NA;"0007DFAA1B";"F";"C,L";"42";"GRAASIDEMUS";"N";""
"576";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"4B";NA;"0007DFAB46";"M";"S";"22";"GRAASIDEMUS";"N";""
"577";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"4C";NA;"0007DFB7B2";"F";"O,L";"43";"GRAASIDEMUS";"R";""
"578";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"4D";NA;"0007DFA97D";"F";"C";"17";"GRAASIDEMUS";"N";""
"579";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"4D";NA;"0007A64E1A";"F";"C";"16";"GRAASIDEMUS";"R";""
"580";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"4D";NA;"0007DFABF1";"M";"A";"18";"GRAASIDEMUS";"N";""
"581";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"4A";NA;"0007DFAC49";"M";"S";"24";"GRAASIDEMUS";"N";""
"582";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"4A";NA;"0007DFAA8C";"M";"S";"26";"GRAASIDEMUS";"N";""
"583";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"1B";NA;"0007DFAA1C";"F";"C,L";"45";"GRAASIDEMUS";"N";""
"584";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"1A";NA;"0007DFAA56";"M";"S";"22";"GRAASIDEMUS";"N";""
"585";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"2D";NA;"0007DFB742";"M";"S";"50";"GRAASIDEMUS";"R";""
"586";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G15";"2B";NA;"0007DFAA2A";"M";"S";"28";"GRAASIDEMUS";"N";""
"587";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"3B";NA;NA;"M";"S";"24";"GRAASIDEMUS";"N";"TAGGED, BUT FORGOT TO SCAN TAGG-ID"
"588";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"3C";NA;"0007DFA971";"M";"A";"19";"GRAASIDEMUS";"N";""
"589";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"2D";NA;"0007DFAAB1";"M";"S";"25";"GRAASIDEMUS";"N";""
"590";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"1A";NA;"0007DFABDD";"M";"S";"22";"GRAASIDEMUS";"N";""
"591";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"1A";NA;"0007DFAA4B";"F";"C";"20";"GRAASIDEMUS";"N";""
"592";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"1A";NA;"0007DFABF7";"F";"C";"40";"GRAASIDEMUS";"N";""
"593";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"1D";NA;"0007DFAB67";"M";"S";"24";"GRAASIDEMUS";"N";""
"594";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"4C";NA;"0007DFB5C7";"F";"C,L";"40";"GRAASIDEMUS";"R";""
"595";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"4C";NA;"0007A5EA70";"F";"C";"16";"GRAASIDEMUS";"R";""
"596";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G11";"4C";NA;"0007A5FCF4";"M";"A";"19";"GRAASIDEMUS";"R";""
"597";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G8";"3D";NA;"0007DFBAA0";"F";"O,L";"35";"ROEDMUS";"R";""
"598";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G8";"4B";NA;"0007DFA9D2";"F";"C,L";"35";"GRAASIDEMUS";"N";""
"599";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G8";"4C";NA;"0007DFAB24";"M";"S";"35";"GRAASIDEMUS";"N";""
"600";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G8";"4D";NA;"0007A64B93";"F";"C";"23";"GRAASIDEMUS";"R";""
"601";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G8";"4D";NA;"0007DFA8C8";"M";"A";"20";"GRAASIDEMUS";"N";""
"602";2019;"PORSANGER";"SUMMER";40819;2;"MASOY";"G8";"4D";NA;"0007DFAAFA";"M";"S";"20";"GRAASIDEMUS";"N";""
