"";"date";"period";"trap";"ind";"sex";"wgt";"cap";"com";"trapsession";"station";"check";"trapline"
"346";2019-06-26;"july";"29";"74g";"f";29;"n";NA;7;3;2;NA
"347";2019-06-25;"july";"1";"77c";"f";35;"n";NA;7;1;1;NA
"348";2019-06-24;"july";"11";"78f";"f";45;"g";NA;7;1;2;NA
"349";2019-06-25;"july";"33";"7a3";"m";37;"n";NA;7;3;3;NA
"350";2019-06-25;"july";"30";"7c7";"f";43;"g";NA;7;3;3;NA
"351";2019-06-26;"july";"25";"7c7";"f";43;NA;NA;7;3;1;NA
"352";2019-06-25;"july";"20";"7cf";"m";38;"n";NA;7;2;2;NA
"353";2019-06-25;"july";"40";"7d4";"f";62;"n";NA;7;3;1;NA
"354";2019-06-26;"july";"40";"7d4";"f";58;NA;NA;7;3;1;NA
"355";2019-06-25;"july";"45";"7ec";"f";50;"g";NA;7;2;3;NA
"356";2019-06-26;"july";"16";"7ec";"f";48;NA;NA;7;2;1;NA
"357";2019-06-26;"july";"33";"7f1";"f";30;"n";NA;7;3;3;NA
"358";2019-06-24;"july";"16";"81e";"f";46;"n";NA;7;2;1;NA
"359";2019-06-24;"july";"34";"b70";"f";19;"n";NA;7;3;1;NA
"360";2019-06-25;"july";"44";"um4";"m";11;"n";NA;7;2;2;NA
"361";2019-06-26;"july";"43";"um5";"f";11;"n";NA;7;2;1;NA
"362";2019-07-31;"aug";"11";"5e0";"f";24;"n";NA;8;1;2;NA
"363";2019-07-31;"aug";"17";"7e0";"f";19;"n";NA;8;2;2;NA
"364";2019-07-30;"aug";"31";"6e1";"f";23;"n";"død";8;3;1;NA
"365";2019-07-29;"aug";"39";"467";"f";24;"n";NA;8;3;3;NA
"366";2019-07-31;"aug";"33";"475";"f";53;"g";NA;8;3;3;NA
"367";2019-07-30;"aug";"39";"492";"f";23;"n";NA;8;3;3;NA
"368";2019-07-31;"aug";"14";"494";"f";16;"n";NA;8;1;2;NA
"369";2019-07-29;"aug";"26";"496";"m";23;"n";NA;8;3;2;NA
"370";2019-07-30;"aug";"14";"499";"m";23;"n";NA;8;1;2;NA
"371";2019-07-31;"aug";"10";"5e2";"m";19;"n";NA;8;1;1;NA
"372";2019-07-29;"aug";"39";"501";"m";25;"n";NA;8;3;3;NA
"373";2019-07-30;"aug";"7";"509";"m";23;"n";NA;8;1;1;NA
"374";2019-07-31;"aug";"9";"509";"m";22;NA;NA;8;1;3;NA
"375";2019-07-30;"aug";"26";"517";"f";55;"g";NA;8;3;2;NA
"376";2019-07-29;"aug";"24";"533";"f";21;"n";NA;8;3;3;NA
"377";2019-07-31;"aug";"23";"533";"f";23;NA;NA;8;3;2;NA
"378";2019-07-29;"aug";"23";"550";"f";21;"n";NA;8;3;2;NA
"379";2019-07-29;"aug";"10";"553";"f";18;"n";NA;8;1;1;NA
"380";2019-07-30;"aug";"2";"579";"f";58;"g";NA;8;1;2;NA
"381";2019-07-31;"aug";"2";"579";"f";56;NA;NA;8;1;2;NA
"382";2019-07-31;"aug";"14";"581";"m";17;"n";NA;8;1;2;NA
"383";2019-07-29;"aug";"24";"589";"m";20;"n";NA;8;3;3;NA
"384";2019-07-30;"aug";"23";"589";"m";21;NA;NA;8;3;2;NA
"385";2019-07-29;"aug";"31";"591";"f";23;"n";NA;8;3;1;NA
"386";2019-07-29;"aug";"36";"613";"f";48;"g";NA;8;3;3;NA
"387";2019-07-30;"aug";"36";"613";"f";43;NA;NA;8;3;3;NA
"388";2019-07-29;"aug";"32";"615";"f";49;"g";NA;8;3;2;NA
"389";2019-07-30;"aug";"32";"615";"f";48;NA;NA;8;3;2;NA
"390";2019-07-31;"aug";"19";"630";"f";22;"n";NA;8;2;1;NA
"391";2019-07-30;"aug";"34";"635";"f";17;"n";NA;8;3;1;NA
"392";2019-07-31;"aug";"22";"635";"f";17;NA;NA;8;3;1;NA
"393";2019-07-29;"aug";"44";"678";"f";58;"g";NA;8;2;2;NA
"394";2019-07-31;"aug";"43";"678";"f";51;NA;NA;8;2;1;NA
"395";2019-07-29;"aug";"40";"679";"m";23;"n";NA;8;3;1;NA
"396";2019-07-31;"aug";"40";"679";"m";23;NA;NA;8;3;1;NA
"397";2019-07-29;"aug";"21";"689";"f";52;"n";NA;8;2;3;NA
"398";2019-07-30;"aug";"21";"689";"f";48;NA;NA;8;2;3;NA
"399";2019-07-29;"aug";"11";"730";"m";23;"n";NA;8;1;2;NA
"400";2019-07-29;"aug";"17";"778";"f";43;"n";NA;8;2;2;NA
"401";2019-07-30;"aug";"17";"778";"f";43;NA;NA;8;2;2;NA
"402";2019-07-31;"aug";"17";"778";"f";43;NA;NA;8;2;2;NA
"403";2019-07-29;"aug";"8";"796";"f";23;"n";NA;8;1;2;NA
"404";2019-07-29;"aug";"12";"801";"f";23;"n";NA;8;1;3;NA
"405";2019-07-29;"aug";"4";"805";"m";23;"n";NA;8;1;1;NA
"406";2019-07-29;"aug";"11";"5e5";"f";22;"n";NA;8;1;2;NA
"407";2019-07-29;"aug";"9";"44e";"f";22;"n";NA;8;1;3;NA
"408";2019-07-29;"aug";"16";"45a";"m";24;"n";NA;8;2;1;NA
"409";2019-07-29;"aug";"6";"45c";"f";48;"n";NA;8;1;3;NA
"410";2019-07-29;"aug";"43";"46d";"f";54;"g";NA;8;2;1;NA
"411";2019-07-30;"aug";"18";"46d";"f";50;NA;NA;8;2;3;NA
"412";2019-07-31;"aug";"44";"46d";"f";46;NA;NA;8;2;2;NA
"413";2019-07-29;"aug";"8";"4a1";"f";23;"n";NA;8;1;2;NA
"414";2019-07-31;"aug";"13";"4b0";"f";51;"g";NA;8;1;1;NA
"415";2019-07-31;"aug";"16";"4ce";"f";47;"g";NA;8;2;1;NA
"416";2019-07-30;"aug";"8";"4d1";"f";21;"n";NA;8;1;2;NA
"417";2019-07-31;"aug";"8";"4d1";"f";21;NA;NA;8;1;2;NA
"418";2019-07-29;"aug";"12";"4ej";"m";23;"n";NA;8;1;3;NA
"419";2019-07-29;"aug";"41";"4f3";"f";24;"n";NA;8;3;2;NA
"420";2019-07-29;"aug";"33";"51f";"m";58;"g";NA;8;3;3;NA
"421";2019-07-30;"aug";"33";"51f";"m";52;NA;NA;8;3;3;NA
"422";2019-07-30;"aug";"12";"54f";"m";57;"g";NA;8;1;3;NA
"423";2019-07-29;"aug";"15";"56c";"m";55;"g";NA;8;2;3;NA
"424";2019-07-30;"aug";"40";"57d";"f";24;"n";NA;8;3;1;NA
"425";2019-07-29;"aug";"2";"5a0";"f";51;"g";NA;8;1;2;NA
"426";2019-07-30;"aug";"4";"5a0";"f";46;NA;NA;8;1;1;NA
"427";2019-07-31;"aug";"3";"5a0";"f";47;NA;NA;8;1;3;NA
"428";2019-07-29;"aug";"42";"5a5";"f";56;"n";NA;8;2;3;NA
"429";2019-07-31;"aug";"42";"5a5";"f";53;NA;NA;8;2;3;NA
"430";2019-07-30;"aug";"38";"5ba";"f";45;"n";NA;8;3;2;NA
"431";2019-07-31;"aug";"38";"5ba";"f";43;NA;NA;8;3;2;NA
"432";2019-07-30;"aug";"39";"5c6";"m";67;"g";NA;8;3;3;NA
"433";2019-07-31;"aug";"41";"5c6";"m";67;NA;NA;8;3;2;NA
"434";2019-07-29;"aug";"20";"5d2";"f";72;"n";NA;8;2;2;NA
"435";2019-07-29;"aug";"13";"5d7";"f";15;"n";NA;8;1;1;NA
"436";2019-07-31;"aug";"14";"5d7";"f";15;NA;NA;8;1;2;NA
"437";2019-07-29;"aug";"19";"5da";"m";55;"g";"mangler hale";8;2;1;NA
"438";2019-07-30;"aug";"5";"5db";"f";42;"n";NA;8;1;2;NA
"439";2019-07-31;"aug";"6";"5db";"f";45;NA;NA;8;1;3;NA
"440";2019-07-29;"aug";"11";"5ed";"f";18;"n";NA;8;1;2;NA
"441";2019-07-30;"aug";"14";"5f6";"f";23;"n";NA;8;1;2;NA
"442";2019-07-30;"aug";"15";"5f8";"f";45;"n";NA;8;2;3;NA
"443";2019-07-31;"aug";"12";"5fd";"f";25;"n";NA;8;1;3;NA
"444";2019-07-29;"aug";"38";"63d";"f";52;"n";NA;8;3;2;NA
"445";2019-07-31;"aug";"11";"66a";"m";23;"n";NA;8;1;2;NA
"446";2019-07-30;"aug";"37";"6a2";"m";57;"n";NA;8;3;1;NA
"447";2019-07-30;"aug";"41";"6c1";"m";24;"n";NA;8;3;2;NA
"448";2019-07-30;"aug";"23";"6c8";"f";49;"g";NA;8;3;2;NA
"449";2019-07-29;"aug";"10";"6d0";"f";21;"n";NA;8;1;1;NA
"450";2019-07-29;"aug";"45";"6da";"f";47;"g";NA;8;2;3;NA
"451";2019-07-30;"aug";"45";"6da";"f";45;NA;NA;8;2;3;NA
"452";2019-07-31;"aug";"39";"6da";"m";65;NA;NA;8;3;3;NA
"453";2019-07-29;"aug";"23";"73f";"f";21;"n";NA;8;3;2;NA
"454";2019-07-30;"aug";"5";"77c";"f";41;"g";NA;8;1;2;NA
"455";2019-07-31;"aug";"7";"77c";"f";40;NA;NA;8;1;1;NA
"456";2019-07-30;"aug";"10";"78f";"f";46;"g";NA;8;1;1;NA
"457";2019-07-29;"aug";"40";"7ad";"m";24;"n";NA;8;3;1;NA
"458";2019-07-29;"aug";"14";"7af";"f";15;"n";NA;8;1;2;NA
"459";2019-07-30;"aug";"40";"7b4";"f";24;"n";NA;8;3;1;NA
"460";2019-07-29;"aug";"3";"7b9";"f";23;"n";NA;8;1;3;NA
"461";2019-07-29;"aug";"35";"7be";"f";61;"g";NA;8;3;2;NA
"462";2019-07-30;"aug";"3";"7bf";"f";24;"n";NA;8;1;3;NA
"463";2019-07-29;"aug";"8";"7d0";"m";23;"n";NA;8;1;2;NA
"464";2019-07-30;"aug";"8";"7d0";"f";22;NA;NA;8;1;2;NA
"465";2019-07-31;"aug";"8";"7d0";"f";23;NA;NA;8;1;2;NA
"466";2019-07-30;"aug";"16";"7ec";"f";47;"g";NA;8;2;1;NA
"467";2019-07-29;"aug";"37";"7f1";"f";47;"g";NA;8;3;1;NA
"468";2019-07-30;"aug";"45";"81e";"f";44;"g";NA;8;2;3;NA
"469";2019-07-31;"aug";"45";"81e";"f";43;NA;NA;8;2;3;NA
"470";2019-07-29;"aug";"30";"do1";"m";23;"n";"død";8;3;3;NA
"471";2019-07-29;"aug";"30";"do2";"m";22;"n";"død";8;3;3;NA
"472";2019-09-06;"sept";"14";"472";"m";23;"n";NA;9;1;2;NA
"473";2019-09-07;"sept";"14";"472";"m";23;NA;NA;9;1;2;NA
"474";2019-09-07;"sept";"11";"490";"f";22;"n";NA;9;1;2;NA
"475";2019-09-07;"sept";"38";"500";"f";22;"n";NA;9;3;2;NA
"476";2019-09-06;"sept";"29";"517";"f";42;"g";NA;9;3;2;NA
"477";2019-09-07;"sept";"23";"533";"f";22;"g";NA;9;3;2;NA
"478";2019-09-08;"sept";"32";"533";"f";22;NA;NA;9;3;2;NA
"479";2019-09-06;"sept";"23";"550";"f";23;"g";NA;9;3;2;NA
"480";2019-09-07;"sept";"19";"561";"f";20;"n";NA;9;2;1;NA
"481";2019-09-06;"sept";"28";"573";"m";23;"n";NA;9;3;1;NA
"482";2019-09-08;"sept";"45";"574";"m";22;"n";NA;9;2;3;NA
"483";2019-09-07;"sept";"38";"584";"m";23;"g";NA;9;3;2;NA
"484";2019-09-06;"sept";"23";"589";"m";25;"g";NA;9;3;2;NA
"485";2019-09-07;"sept";"23";"589";"m";25;NA;NA;9;3;2;NA
"486";2019-09-08;"sept";"23";"589";"m";25;NA;NA;9;3;2;NA
"487";2019-09-06;"sept";"16";"6e2";"m";20;"n";NA;9;2;1;NA
"488";2019-09-07;"sept";"17";"6e2";"m";22;NA;NA;9;2;2;NA
"489";2019-09-06;"sept";"36";"613";"f";37;"g";NA;9;3;3;NA
"490";2019-09-07;"sept";"36";"613";"f";35;NA;NA;9;3;3;NA
"491";2019-09-08;"sept";"36";"613";"f";35;NA;NA;9;3;3;NA
"492";2019-09-07;"sept";"32";"615";"f";45;"g";NA;9;3;2;NA
"493";2019-09-06;"sept";"35";"635";"m";22;"g";NA;9;3;2;NA
"494";2019-09-08;"sept";"12";"639";"m";28;"n";NA;9;1;3;NA
"495";2019-09-08;"sept";"14";"673";"f";21;"n";NA;9;1;2;NA
"496";2019-09-07;"sept";"40";"679";"m";23;"g";NA;9;3;1;NA
"497";2019-09-08;"sept";"39";"679";"m";23;NA;NA;9;3;3;NA
"498";2019-09-06;"sept";"33";"695";"m";25;"n";NA;9;3;3;NA
"499";2019-09-06;"sept";"1";"700";"m";22;"n";NA;9;1;1;NA
"500";2019-09-06;"sept";"32";"7e2";"f";22;"n";NA;9;3;2;NA
"501";2019-09-06;"sept";"12";"733";"m";23;"n";NA;9;1;3;NA
"502";2019-09-07;"sept";"35";"737";"f";22;"n";NA;9;3;2;NA
"503";2019-09-06;"sept";"44";"754";"m";24;"n";NA;9;2;2;NA
"504";2019-09-08;"sept";"20";"755";"f";20;"n";NA;9;2;2;NA
"505";2019-09-06;"sept";"18";"778";"f";41;"g";NA;9;2;3;NA
"506";2019-09-07;"sept";"18";"778";"f";44;NA;NA;9;2;3;NA
"507";2019-09-08;"sept";"18";"778";"f";44;NA;NA;9;2;3;NA
"508";2019-09-08;"sept";"4";"784";"f";23;"n";NA;9;1;1;NA
"509";2019-09-06;"sept";"8";"796";"f";24;"g";NA;9;1;2;NA
"510";2019-09-07;"sept";"8";"796";"f";23;NA;NA;9;1;2;NA
"511";2019-09-08;"sept";"8";"796";"f";23;NA;NA;9;1;2;NA
"512";2019-09-08;"sept";"21";"797";"m";22;"n";NA;9;2;3;NA
"513";2019-09-07;"sept";"44";"821";"m";22;"n";NA;9;2;2;NA
"514";2019-09-08;"sept";"17";"821";"m";22;NA;NA;9;2;2;NA
"515";2019-09-06;"sept";"44";"4e5";"f";23;"n";NA;9;2;2;NA
"516";2019-09-06;"sept";"14";"43e";"f";21;"n";NA;9;1;2;NA
"517";2019-09-07;"sept";"14";"43e";"f";20;NA;NA;9;1;2;NA
"518";2019-09-08;"sept";"14";"43e";"f";20;NA;NA;9;1;2;NA
"519";2019-09-06;"sept";"6";"45c";"f";43;"g";NA;9;1;3;NA
"520";2019-09-07;"sept";"2";"45c";"f";38;NA;NA;9;1;2;NA
"521";2019-09-06;"sept";"39";"4a6";"m";24;"n";NA;9;3;3;NA
"522";2019-09-07;"sept";"33";"4a7";"f";25;"g";NA;9;3;3;NA
"523";2019-09-08;"sept";"32";"4a7";"f";26;NA;NA;9;3;2;NA
"524";2019-09-06;"sept";"24";"4a8";"m";23;"n";NA;9;3;3;NA
"525";2019-09-06;"sept";"31";"4ac";"f";21;"n";NA;9;3;1;NA
"526";2019-09-08;"sept";"28";"4c8";"f";23;"n";NA;9;3;1;NA
"527";2019-09-07;"sept";"42";"4cc";"m";20;"n";NA;9;2;3;NA
"528";2019-09-07;"sept";"17";"4ce";"f";40;"g";NA;9;2;2;NA
"529";2019-09-08;"sept";"5";"4df";"m";24;"n";NA;9;1;2;NA
"530";2019-09-07;"sept";"37";"51f";"m";45;"g";NA;9;3;1;NA
"531";2019-09-07;"sept";"5";"52d";"f";19;"n";NA;9;1;2;NA
"532";2019-09-08;"sept";"19";"54c";"m";22;"n";NA;9;2;1;NA
"533";2019-09-07;"sept";"1";"59d";"f";21;"n";NA;9;1;1;NA
"534";2019-09-08;"sept";"1";"59d";"f";21;NA;NA;9;1;1;NA
"535";2019-09-06;"sept";"3";"5a0";"f";40;"g";NA;9;1;3;NA
"536";2019-09-07;"sept";"3";"5a0";"f";40;NA;NA;9;1;3;NA
"537";2019-09-08;"sept";"3";"5a0";"f";38;NA;NA;9;1;3;NA
"538";2019-09-08;"sept";"26";"5a4";"m";51;"g";NA;9;3;2;NA
"539";2019-09-07;"sept";"42";"5a5";"f";48;"g";NA;9;2;3;NA
"540";2019-09-08;"sept";"42";"5a5";"f";45;NA;NA;9;2;3;NA
"541";2019-09-06;"sept";"42";"5bc";"m";21;"n";NA;9;2;3;NA
"542";2019-09-07;"sept";"41";"5c6";"m";55;"g";NA;9;3;2;NA
"543";2019-09-08;"sept";"40";"5c6";"m";51;NA;NA;9;3;1;NA
"544";2019-09-07;"sept";"13";"5d7";"f";21;"g";NA;9;1;1;NA
"545";2019-09-08;"sept";"13";"5d7";"f";21;NA;NA;9;1;1;NA
"546";2019-09-06;"sept";"45";"5eb";"f";22;"n";NA;9;2;3;NA
"547";2019-09-08;"sept";"14";"5f6";"f";21;"g";NA;9;1;2;NA
"548";2019-09-07;"sept";"12";"5fd";"m";25;"g";NA;9;1;3;NA
"549";2019-09-08;"sept";"11";"5fd";"m";23;NA;NA;9;1;2;NA
"550";2019-09-08;"sept";"4";"67c";"m";23;"n";NA;9;1;1;NA
"551";2019-09-06;"sept";"12";"69a";"m";27;"n";"død";9;1;3;NA
"552";2019-09-06;"sept";"13";"6c5";"m";24;"n";NA;9;1;1;NA
"553";2019-09-08;"sept";"19";"6c7";"m";22;"n";NA;9;2;1;NA
"554";2019-09-07;"sept";"37";"6d9";"m";50;"n";NA;9;3;1;NA
"555";2019-09-08;"sept";"33";"6d9";"m";48;NA;NA;9;3;3;NA
"556";2019-09-07;"sept";"43";"6da";"f";38;"g";NA;9;2;1;NA
"557";2019-09-08;"sept";"38";"6dc";"m";24;"n";NA;9;3;2;NA
"558";2019-09-06;"sept";"43";"6f7";"m";23;"n";NA;9;2;1;NA
"559";2019-09-07;"sept";"19";"74d";"f";53;"g";NA;9;2;1;NA
"560";2019-09-06;"sept";"38";"76b";"f";23;"n";NA;9;3;2;NA
"561";2019-09-08;"sept";"38";"76b";"f";22;NA;NA;9;3;2;NA
"562";2019-09-06;"sept";"5";"77c";"f";35;"g";NA;9;1;2;NA
"563";2019-09-06;"sept";"42";"78c";"f";20;"n";NA;9;2;3;NA
"564";2019-09-06;"sept";"34";"7a5";"m";24;"n";NA;9;3;1;NA
"565";2019-09-06;"sept";"32";"7a7";"f";24;"n";NA;9;3;2;NA
"566";2019-09-06;"sept";"8";"7ae";"m";24;"n";NA;9;1;2;NA
"567";2019-09-06;"sept";"4";"7bf";"f";23;"g";NA;9;1;1;NA
"568";2019-09-06;"sept";"8";"7d0";"m";24;"g";NA;9;1;2;NA
"569";2019-09-07;"sept";"45";"7ec";"f";42;"g";NA;9;2;3;NA
"570";2019-09-07;"sept";"10";"7f8";"m";22;"n";NA;9;1;1;NA
"571";2019-09-07;"sept";"29";"80b";"f";23;"n";NA;9;3;2;NA
"572";2019-09-06;"sept";"17";"81e";"f";41;"g";NA;9;2;2;NA
"573";2019-09-07;"sept";"16";"81e";"f";37;NA;NA;9;2;1;NA
"574";2019-09-06;"sept";"38";"f6f";"m";26;"n";NA;9;3;2;NA
"575";2019-10-11;"oct";"14";"499";"f";23;"g";NA;10;1;2;NA
"576";2019-10-11;"oct";"28";"517";"f";40;"g";NA;10;3;1;NA
"577";2019-10-13;"oct";"29";"517";"f";38;NA;NA;10;3;2;NA
"578";2019-10-11;"oct";"33";"533";"f";23;"g";NA;10;3;3;NA
"579";2019-10-12;"oct";"23";"550";"f";23;"g";NA;10;3;2;NA
"580";2019-10-12;"oct";"13";"581";"m";25;"g";NA;10;1;1;NA
"581";2019-10-11;"oct";"23";"589";"m";26;"g";NA;10;3;2;NA
"582";2019-10-13;"oct";"32";"589";"m";26;NA;NA;10;3;2;NA
"583";2019-10-13;"oct";"11";"708";"m";25;"g";NA;10;1;2;NA
"584";2019-10-13;"oct";"35";"737";"f";23;"g";NA;10;3;2;NA
"585";2019-10-13;"oct";"10";"761";"f";23;"n";NA;10;1;1;NA
"586";2019-10-12;"oct";"5";"766";"m";24;"n";NA;10;1;2;NA
"587";2019-10-12;"oct";"12";"780";"m";26;"n";NA;10;1;3;NA
"588";2019-10-11;"oct";"4";"784";"f";24;"g";NA;10;1;1;NA
"589";2019-10-12;"oct";"4";"784";"f";25;NA;NA;10;1;1;NA
"590";2019-10-13;"oct";"3";"784";"f";24;NA;NA;10;1;3;NA
"591";2019-10-11;"oct";"15";"930";"m";23;"n";NA;10;2;3;NA
"592";2019-10-12;"oct";"1";"2b2";"m";24;"n";NA;10;1;1;NA
"593";2019-10-12;"oct";"45";"2c4";"m";25;"n";NA;10;2;3;NA
"594";2019-10-11;"oct";"1";"45c";"f";39;"g";NA;10;1;1;NA
"595";2019-10-12;"oct";"2";"45c";"f";38;NA;NA;10;1;2;NA
"596";2019-10-13;"oct";"1";"45c";"f";39;NA;NA;10;1;1;NA
"597";2019-10-11;"oct";"32";"4a7";"f";24;"g";NA;10;3;2;NA
"598";2019-10-13;"oct";"23";"4b4";"f";45;"g";NA;10;3;2;NA
"599";2019-10-13;"oct";"30";"4c8";"f";23;"g";NA;10;3;3;NA
"600";2019-10-11;"oct";"5";"4df";"m";25;"g";NA;10;1;2;NA
"601";2019-10-12;"oct";"36";"51f";"m";41;"g";NA;10;3;3;NA
"602";2019-10-13;"oct";"4";"52e";"f";23;"n";NA;10;1;1;NA
"603";2019-10-11;"oct";"34";"54d";"m";25;"n";NA;10;3;1;NA
"604";2019-10-12;"oct";"22";"54d";"m";23;"n";NA;10;3;1;NA
"605";2019-10-13;"oct";"22";"54d";"m";23;NA;NA;10;3;1;NA
"606";2019-10-11;"oct";"8";"58d";"f";38;"n";NA;10;1;2;NA
"607";2019-10-13;"oct";"9";"58d";"f";41;NA;NA;10;1;3;NA
"608";2019-10-11;"oct";"6";"59d";"m";23;"g";NA;10;1;3;NA
"609";2019-10-12;"oct";"7";"59d";"m";23;NA;NA;10;1;1;NA
"610";2019-10-13;"oct";"6";"59d";"m";23;NA;NA;10;1;3;NA
"611";2019-10-11;"oct";"3";"5a0";"f";41;"g";NA;10;1;3;NA
"612";2019-10-12;"oct";"3";"5a0";"f";37;NA;NA;10;1;3;NA
"613";2019-10-13;"oct";"2";"5a0";"f";36;NA;NA;10;1;2;NA
"614";2019-10-13;"oct";"42";"5a5";"f";42;"g";NA;10;2;3;NA
"615";2019-10-13;"oct";"20";"5d2";"f";45;"g";NA;10;2;2;NA
"616";2019-10-12;"oct";"14";"5f6";"f";25;"g";NA;10;1;2;NA
"617";2019-10-12;"oct";"4";"67c";"m";22;"g";NA;10;1;1;NA
"618";2019-10-13;"oct";"3";"67c";"m";24;NA;NA;10;1;3;NA
"619";2019-10-12;"oct";"44";"6a0";"f";22;"n";NA;10;2;2;NA
"620";2019-10-11;"oct";"6";"77c";"f";37;"g";NA;10;1;3;NA
"621";2019-10-12;"oct";"6";"77c";"f";35;NA;NA;10;1;3;NA
"622";2019-10-13;"oct";"5";"77c";"f";34;NA;NA;10;1;2;NA
"623";2019-10-13;"oct";"34";"7a5";"m";26;"g";NA;10;3;1;NA
"624";2019-10-12;"oct";"34";"7a7";"m";25;"g";NA;10;3;1;NA
"625";2019-10-12;"oct";"8";"7ae";"m";24;"g";NA;10;1;2;NA
"626";2019-10-11;"oct";"9";"7d0";"m";25;"g";NA;10;1;3;NA
"627";2019-10-12;"oct";"9";"7d0";"m";24;NA;NA;10;1;3;NA
"628";2019-10-13;"oct";"8";"7d0";"m";24;NA;NA;10;1;2;NA
"629";2019-10-11;"oct";"30";"80b";"f";24;"g";NA;10;3;3;NA
"630";2019-10-11;"oct";"35";"a32";"m";22;"n";NA;10;3;2;NA
"631";2019-10-13;"oct";"34";"a32";"m";23;NA;NA;10;3;1;NA
"632";2019-10-11;"oct";"19";"a50";"m";22;"n";NA;10;2;1;NA
"633";2019-10-12;"oct";"35";"c21";"f";22;"n";NA;10;3;2;NA
"634";2019-10-13;"oct";"35";"c21";"f";22;NA;NA;10;3;2;NA
"635";2019-10-12;"oct";"42";"d88";"m";24;"n";NA;10;2;3;NA
"636";2019-10-11;"oct";"20";"dbb";"f";26;"n";NA;10;2;2;NA
"637";2019-10-11;"oct";"11";"fb1";"m";22;"n";NA;10;1;2;NA
"638";2020-06-17;"june";"7";"724";"m";41;"n";NA;11;1;1;NA
"639";2020-06-16;"june";"9";"761";"f";33;"g";NA;11;1;3;NA
"640";2020-06-17;"june";"10";"761";"f";32;NA;NA;11;1;1;NA
"641";2020-06-16;"june";"35";"4f4";"f";32;"n";NA;11;3;2;NA
"642";2020-06-17;"june";"35";"6d3";"m";37;"n";NA;11;3;2;NA
"643";2020-06-15;"june";"3";"6f0";"f";41;"n";NA;11;1;3;NA
"644";2020-06-17;"june";"3";"6f0";"f";31;NA;NA;11;1;3;NA
"645";2020-06-15;"june";"15";"74a";"f";42;"n";NA;11;2;3;NA
"646";2020-06-16;"june";"43";"78c";"f";44;"g";NA;11;2;1;NA
"647";2020-06-17;"june";"43";"78c";"f";47;NA;NA;11;2;1;NA
"648";2020-06-15;"june";"1";"afe";"m";36;"n";NA;11;1;1;NA
"649";2020-06-16;"june";"1";"afe";"m";36;NA;NA;11;1;1;NA
"650";2020-06-17;"june";"1";"afe";"m";37;NA;NA;11;1;1;NA
"651";2020-06-15;"june";"30";"c09";"f";27;"n";NA;11;3;3;NA
"652";2020-06-16;"june";"25";"c09";"f";26;NA;NA;11;3;1;NA
"653";2020-06-16;"june";"7";"ee3";"f";30;"n";NA;11;1;1;NA
"654";2020-06-16;"june";"3";"f39";"f";36;"n";NA;11;1;3;NA
"655";2020-06-17;"june";"3";"f39";"f";33;NA;NA;11;1;3;NA
"656";2020-07-13;"july";"2";"1e1";"f";17;"n";NA;12;1;2;NA
"657";2020-07-12;"july";"18";"111";"m";34;"n";"død";12;2;3;NA
"658";2020-07-12;"july";"6";"511";"f";33;"n";NA;12;1;3;NA
"659";2020-07-13;"july";"13";"673";"f";35;"g";NA;12;1;1;NA
"660";2020-07-12;"july";"4";"697";"f";31;"n";NA;12;1;1;NA
"661";2020-07-11;"july";"15";"724";"m";35;"g";NA;12;2;3;NA
"662";2020-07-13;"july";"20";"724";"m";37;NA;NA;12;2;2;NA
"663";2020-07-11;"july";"10";"761";"f";32;"g";NA;12;1;1;NA
"664";2020-07-12;"july";"9";"761";"f";30;NA;NA;12;1;3;NA
"665";2020-07-11;"july";"43";"1c2";"f";20;"n";NA;12;2;1;NA
"666";2020-07-11;"july";"18";"4f4";"f";34;"g";NA;12;2;3;NA
"667";2020-07-13;"july";"3";"6fo";"f";38;"g";NA;12;1;3;NA
"668";2020-07-13;"july";"43";"bco";"f";22;"n";NA;12;2;1;NA
"669";2020-07-13;"july";"28";"c3e";"f";25;"n";NA;12;3;1;NA
"670";2020-07-11;"july";"21";"c53";"f";22;"n";NA;12;2;3;NA
"671";2020-07-12;"july";"43";"c53";"f";21;NA;NA;12;2;1;NA
"672";2020-07-13;"july";"16";"c53";"f";22;NA;NA;12;2;1;NA
"673";2020-07-11;"july";"41";"efb";"f";18;"n";NA;12;3;2;NA
"674";2020-08-12;"august";"3";"1e1";"f";29;"g";NA;13;1;3;NA
"675";2020-08-13;"august";"3";"1e1";"f";28;NA;NA;13;1;3;NA
"676";2020-08-12;"august";"37";"219";"f";23;"n";NA;13;3;1;NA
"677";2020-08-13;"august";"16";"236";"m";30;"n";NA;13;2;1;NA
"678";2020-08-13;"august";"26";"239";"m";34;"n";NA;13;3;2;NA
"679";2020-08-13;"august";"39";"361";"f";25;"n";NA;13;3;3;NA
"680";2020-08-14;"august";"39";"361";"f";25;NA;NA;13;3;3;NA
"681";2020-08-12;"august";"6";"511";"f";38;"g";NA;13;1;3;NA
"682";2020-08-13;"august";"4";"511";"f";38;NA;NA;13;1;1;NA
"683";2020-08-14;"august";"7";"511";"f";39;NA;NA;13;1;1;NA
"684";2020-08-13;"august";"25";"841";"f";30;"n";NA;13;3;1;NA
"685";2020-08-14;"august";"30";"841";"f";NA;NA;"drept røyskatt";13;3;3;NA
"686";2020-08-12;"august";"12";"8e6";"f";31;"n";NA;13;1;3;NA
