"site" "year" "filename" "guess1" "confidence1"
"T2-2" 2019 "T2-2_2018-06-16_0001.JPG" 1 0.999744117259979
"T2-2" 2019 "T2-2_2018-06-16_0002.JPG" 1 0.998870551586151
"T2-2" 2019 "T2-2_2018-06-16_0003.JPG" 1 0.999571144580841
"T2-2" 2019 "T2-2_2018-06-16_0004.JPG" 1 0.999611914157867
"T2-2" 2019 "T2-2_2018-06-16_0005.JPG" 3 0.999953985214233
"T2-2" 2019 "T2-2_2018-06-16_0006.JPG" 3 0.99995481967926
"T2-2" 2019 "T2-2_2018-06-16_0007.JPG" 3 0.999940752983093
"T2-2" 2019 "T2-2_2018-06-16_0008.JPG" 3 0.999980092048645
"T2-2" 2019 "T2-2_2018-06-17_0001.JPG" 1 0.999768078327179
"T2-2" 2019 "T2-2_2018-06-17_0002.JPG" 3 0.999976754188538
"T2-2" 2019 "T2-2_2018-06-17_0003.JPG" 3 0.999986886978149
"T2-2" 2019 "T2-2_2018-06-17_0004.JPG" 3 0.999980211257935
"T2-2" 2019 "T2-2_2018-06-17_0005.JPG" 3 0.999992370605469
"T2-2" 2019 "T2-2_2018-06-17_0006.JPG" 3 0.996545970439911
"T2-2" 2019 "T2-2_2018-06-17_0007.JPG" 3 0.994247913360596
"T2-2" 2019 "T2-2_2018-06-17_0008.JPG" 3 0.999866247177124
"T2-2" 2019 "T2-2_2018-06-17_0009.JPG" 3 0.99985933303833
"T2-2" 2019 "T2-2_2018-06-17_0010.JPG" 3 0.99992835521698
"T2-2" 2019 "T2-2_2018-06-17_0011.JPG" 3 0.99998939037323
"T2-2" 2019 "T2-2_2018-06-17_0012.JPG" 3 0.999974846839905
"T2-2" 2019 "T2-2_2018-06-17_0013.JPG" 3 0.99999213218689
"T2-2" 2019 "T2-2_2018-06-17_0014.JPG" 3 0.999962210655212
"T2-2" 2019 "T2-2_2018-06-17_0015.JPG" 3 0.999947428703308
"T2-2" 2019 "T2-2_2018-06-17_0016.JPG" 1 0.999386191368103
"T2-2" 2019 "T2-2_2018-06-17_0017.JPG" 3 0.999973177909851
"T2-2" 2019 "T2-2_2018-06-17_0018.JPG" 3 0.999991536140442
"T2-2" 2019 "T2-2_2018-06-17_0019.JPG" 3 0.999980688095093
"T2-2" 2019 "T2-2_2018-06-17_0020.JPG" 3 0.999988198280334
"T2-2" 2019 "T2-2_2018-06-17_0021.JPG" 3 0.999970436096191
"T2-2" 2019 "T2-2_2018-06-17_0022.JPG" 3 0.999996066093445
"T2-2" 2019 "T2-2_2018-06-17_0023.JPG" 3 0.99996817111969
"T2-2" 2019 "T2-2_2018-06-17_0024.JPG" 3 0.999993562698364
"T2-2" 2019 "T2-2_2018-06-17_0025.JPG" 3 0.99999213218689
"T2-2" 2019 "T2-2_2018-06-17_0026.JPG" 3 0.999994158744812
"T2-2" 2019 "T2-2_2018-06-18_0001.JPG" 1 0.999648690223694
"T2-2" 2019 "T2-2_2018-06-18_0002.JPG" 3 0.999972343444824
"T2-2" 2019 "T2-2_2018-06-18_0003.JPG" 3 0.999976992607117
"T2-2" 2019 "T2-2_2018-06-18_0004.JPG" 3 0.999971866607666
"T2-2" 2019 "T2-2_2018-06-18_0005.JPG" 3 0.999986171722412
"T2-2" 2019 "T2-2_2018-06-18_0006.JPG" 3 0.999975323677063
"T2-2" 2019 "T2-2_2018-06-18_0007.JPG" 3 0.999916434288025
"T2-2" 2019 "T2-2_2018-06-18_0008.JPG" 1 0.999681234359741
"T2-2" 2019 "T2-2_2018-06-18_0009.JPG" 1 0.999851942062378
"T2-2" 2019 "T2-2_2018-06-18_0010.JPG" 1 0.999845147132874
"T2-2" 2019 "T2-2_2018-06-18_0011.JPG" 1 0.998720288276672
"T2-2" 2019 "T2-2_2018-06-18_0012.JPG" 1 0.999577224254608
"T2-2" 2019 "T2-2_2018-06-18_0013.JPG" 1 0.99966037273407
"T2-2" 2019 "T2-2_2018-06-18_0014.JPG" 1 0.999075055122375
"T2-2" 2019 "T2-2_2018-06-18_0015.JPG" 3 0.999991178512573
"T2-2" 2019 "T2-2_2018-06-18_0016.JPG" 3 0.999996423721313
"T2-2" 2019 "T2-2_2018-06-18_0017.JPG" 3 0.999965786933899
"T2-2" 2019 "T2-2_2018-06-18_0018.JPG" 3 0.99981552362442
"T2-2" 2019 "T2-2_2018-06-18_0019.JPG" 3 0.999956846237183
"T2-2" 2019 "T2-2_2018-06-18_0020.JPG" 3 0.99998939037323
"T2-2" 2019 "T2-2_2018-06-18_0021.JPG" 3 0.999924540519714
"T2-2" 2019 "T2-2_2018-06-18_0022.JPG" 3 0.999871850013733
"T2-2" 2019 "T2-2_2018-06-18_0023.JPG" 3 0.999962210655212
"T2-2" 2019 "T2-2_2018-06-18_0024.JPG" 3 0.999989151954651
"T2-2" 2019 "T2-2_2018-06-18_0025.JPG" 3 0.999976277351379
"T2-2" 2019 "T2-2_2018-06-18_0026.JPG" 3 0.999994516372681
"T2-2" 2019 "T2-2_2018-06-19_0001.JPG" 1 0.999715626239777
"T2-2" 2019 "T2-2_2018-06-19_0002.JPG" 3 0.99998939037323
"T2-2" 2019 "T2-2_2018-06-19_0003.JPG" 3 0.999928712844849
"T2-2" 2019 "T2-2_2018-06-19_0004.JPG" 3 0.999994039535522
"T2-2" 2019 "T2-2_2018-06-19_0005.JPG" 3 0.999958038330078
"T2-2" 2019 "T2-2_2018-06-19_0006.JPG" 1 0.999832987785339
"T2-2" 2019 "T2-2_2018-06-19_0007.JPG" 1 0.999886035919189
"T2-2" 2019 "T2-2_2018-06-19_0008.JPG" 1 0.999663591384888
"T2-2" 2019 "T2-2_2018-06-19_0009.JPG" 3 0.999990820884705
"T2-2" 2019 "T2-2_2018-06-19_0010.JPG" 3 0.999876976013184
"T2-2" 2019 "T2-2_2018-06-19_0011.JPG" 3 0.999982357025146
"T2-2" 2019 "T2-2_2018-06-19_0012.JPG" 3 0.999818503856659
