"site" "year" "filename" "guess1" "confidence1"
"G02" 2019 "G02_2018-06-16_0001.JPG" 1 0.998088419437408
"G02" 2019 "G02_2018-06-16_0002.JPG" 1 0.996567130088806
"G02" 2019 "G02_2018-06-16_0003.JPG" 1 0.999759376049042
"G02" 2019 "G02_2018-06-16_0004.JPG" 1 0.999730169773102
"G02" 2019 "G02_2018-06-16_0005.JPG" 1 0.999522924423218
"G02" 2019 "G02_2018-06-16_0006.JPG" 3 0.998361885547638
"G02" 2019 "G02_2018-06-16_0007.JPG" 3 0.989298939704895
"G02" 2019 "G02_2018-06-16_0008.JPG" 3 0.998785078525543
"G02" 2019 "G02_2018-06-16_0009.JPG" 3 0.999283730983734
"G02" 2019 "G02_2018-06-16_0010.JPG" 3 0.997634291648865
"G02" 2019 "G02_2018-06-16_0011.JPG" 3 0.995195209980011
"G02" 2019 "G02_2018-06-16_0012.JPG" 3 0.999708473682404
"G02" 2019 "G02_2018-06-16_0013.JPG" 3 0.999569594860077
"G02" 2019 "G02_2018-06-16_0014.JPG" 3 0.999165058135986
"G02" 2019 "G02_2018-06-16_0015.JPG" 3 0.999764382839203
"G02" 2019 "G02_2018-06-16_0016.JPG" 3 0.998903036117554
"G02" 2019 "G02_2018-06-16_0017.JPG" 3 0.992616593837738
"G02" 2019 "G02_2018-06-16_0018.JPG" 3 0.999516010284424
"G02" 2019 "G02_2018-06-16_0019.JPG" 3 0.998323500156403
"G02" 2019 "G02_2018-06-17_0001.JPG" 1 0.999742090702057
"G02" 2019 "G02_2018-06-17_0002.JPG" 1 0.999917387962341
"G02" 2019 "G02_2018-06-17_0003.JPG" 1 0.999584257602692
"G02" 2019 "G02_2018-06-17_0004.JPG" 1 0.999513983726501
"G02" 2019 "G02_2018-06-17_0005.JPG" 1 0.999341189861298
"G02" 2019 "G02_2018-06-17_0006.JPG" 1 0.999605476856232
"G02" 2019 "G02_2018-06-17_0007.JPG" 3 0.999767005443573
"G02" 2019 "G02_2018-06-17_0008.JPG" 3 0.999778687953949
"G02" 2019 "G02_2018-06-18_0001.JPG" 1 0.999511122703552
"G02" 2019 "G02_2018-06-18_0002.JPG" 1 0.999283611774445
"G02" 2019 "G02_2018-06-18_0003.JPG" 3 0.999354064464569
"G02" 2019 "G02_2018-06-18_0004.JPG" 3 0.999203145503998
"G02" 2019 "G02_2018-06-18_0005.JPG" 3 0.999555766582489
